flightNumber,productId,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
1111,eJyMklGPoj4Uxb+Kub7eztwihdI3ShT/keg/KHE2xhjQsmHHlQnoJhNjP/umq8mOb/t6zi/nHg69QgkK5ssZjoscVxo5EhL+X+BiPl7H3zDOMjx3zUe/68uj6XE91igCAQgVqM0GdF5gnCXokTdiJJknVxQoEoroSZNKkNPcCc45TjgiTifrFBG2W4Q9qM0VqrZ9b07fk2PZ96BgwgHh1L+/7J2wqJem+9XsDSiYTh5OXXZGl33TJ+3hbqzTL9bSHI8z8wkKyE4ndmDfRtYh1hOcrCXLrX178D/aS3cyn3fcdSfpycFKu74DnRdxljyTf8NX2jrKDqzVeWFJvnry1UUM/oxh4yx5Et0a1j7Suurw9Vu7y9HMLz8r07kaghPctggO8ZTxgtr3uWQhhcR8P+IsCkd7xsta1mVgSi65+ii7c3Nu2hOTxkQVr0MmjNgzX9QVq+ooYOJwOEhhar/0I0AwoK6g4zSN07F7DYudjtPdf/MEbgg1KMjHyyJbDf/l+vD+00eMIsVJcV9R8BKG4XC+nA11XjC34u13AAAA///wEa1Z,BRU,Brussel,BEL,2023-08-28,06:05,ALC,Alicante,ESP,2023-08-28,08:50,109.99,109.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,eJyMkl+L2kAUxb+KXF/v7N6J+TfzlgSNxWDKJuIWEZnoTEnX6pJoYRHns5dZha5vfT3nx7knJ3MBBRLm1QzHixesU+RISPh9geV8vEx+YFIUeOra937Tq73ucTlOMQgDQGhArlZQVjUmRYYeeSNGMfNETaEkkkQPWiyDT82d4BHHCUfE6WSZI8J6jbAFubpAczy+tYef2V71PUiYcEA49G9PWyeUptLdn3arQcJ0cneM6nSq+rbPjrubscy/WJXe72f6AySQnU7swL6OrEOsF3Cyliy39vXO/zqeu4P+uOGuO8WeGNSp6zsoqzopskfyX3idWkfZgbVlVVuKnz3x7CIGn2PYpMgeRLeGtfe0rtl9/dbuvNfz8+9Gd65GwAmuawSHkNReaHyfxyyiiJjvC85ENNoyrkxsVKgVj7l8V92pPbXHA4u1Fg03EQt0sGV+YBrWGBGyYLfbxYE2vvIFIGiQF0iTPE/ysXsN5SZN8s23eQZXBAMSXsbVoqiH/3N9ePvpI0ZCcpLclxQ+RSIazqvZsKxq5la8/g0AAP//PmWtmg==,OST,Brugge-Oostende,BEL,2023-08-29,06:00,ALC,Alicante,ESP,2023-08-29,08:50,109.99,109.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,eJyMklGL4jAUhf+KXF9vZpK2qW3ekuIUsdSlKs4iIqkmS3dcO7S6MIj57UtUWPdtX8/5OPf0NBfQIKCcT3G8rHChkCFFit+WOCvHK/kdZVHgqWs++22vD6bH1Vghjzkg1CDWa5BlhbLIMKBBSGhCgnRBExFyQemzxphgN82fYDTEN4aIE7XKEWGzQdiBWF+gbtuP5vgjO+i+BwFvDBCO/cfLzgszOzfd72ZnQMBEPRyrO6N03/RZu78bq/zJmpvDYWq+QAB1E+UG7j10HnEBZ9Q56phz7w/+Z3vujubrjvvuNAnSwUL5vgNZVrLI/iX/hi+U85QbOCfLytHkNUhffcTgNoaTRfYs3tZw7pHW1fvnb+3OB1Oef9Wm8zU4o3DdIHgkECaIbRSxhIzoiJIoShlJR+GOMG0Tq2OjWcLEp+5OzalpjyQxJq2ZHRFu+I5E3NaktmlM+H6/T7ixkY5SQDAgLqBknst87F/DbKtkvp2UGVwRLAioxvNlsRj+z/Xh/aeHhKaCUcEiQeOXUTws59OhLCviR7z+CQAA//8Rw6z6,ANR,Antwerpen,BEL,2023-08-29,08:35,ALC,Alicante,ESP,2023-08-29,11:15,119.99,119.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,eJyMklGPmkAUhf+Kub7e2b2DjMC8MYTFRqINStzGGAM609C1sgFtsjHOb2+mmnR929dzvpx7OMwFKpAwW0wxLQtcKuRISPi9xPksXcU/MM5zPHXNe7/tq4PucZUqFGMBCDXI9RpUUWKcJ+iRN2IUMi9aciE9kkQPWihJOM2d4JzjC0fESbrKEGGzQdiBXF+gbtu35vgzOVR9DxJeOCAc+7ennRPmZqG7P81Og4RJendM1WlV9U2ftPubsco+WQt9OEz1B0ggO0ntwL6OrEOsJzhZS5Zb+3rnf7Xn7qg/brjrTqEXDZbK9R2ooozz5JH8H75U1lF2YK0qSkvhsxc9u4jBvzFsnCcPolvD2ntaV+8/f2t3PujZ+XetO1dDcILrBsEhJLU3Nr7PQxZQQMz3I86iYLRjvDKhqca64iGX71V3ak5Ne2Sh1lHNTcCEFjvmC1Oz2kRjJvb7fSi08Ss/AgQN8gIqzrI4S91rmG9VnG2/zRK4IhiQUKSLMl8Ov3J9ePvpI0aR5CS5L2n8FATBcLaYDlVRMrfi9W8AAAD//+dBrVM=,BRU,Brussel,BEL,2023-08-29,15:20,ALC,Alicante,ESP,2023-08-29,18:05,104.99,104.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,eJyMklFv2jAUhf8Kurxet9dxkjp+w0ADAsEUiOhACCXBmbIyUiUwqUL4t08eSCtvez3387nHx75ABgpmiwkO0wSXGjkSEn5LcT4brnrfsTed4qmpPtpdmx1Mi6uhxiAMACEHtdmATlIc6zV65AlGknliSaEiUkQPmlR+4DS3QgiOrxwRR4NVjAjbLUIBanOBvK7fq+OP/iFrW1DwygHh2L4/FU6YlwvT/K4KAwpGg/ukzBqjs7Zq+/X+NljFX0YLczhMzCcoIDsa2I59E9Yh1gs4WUuWW/t253/W5+ZoPm+4y07SE52ldnk7OknHev1I/jNfauso27FWJ6kl+eyJZ2fR+VuGHev1g+jasPbu1uT7r3dtzgczO//KTeNiBJzgukVwiKdkEPI9lZJFopDM3wcZk6XxmVfKSOZhIEPuq4+sOVWnqj4y/6UUWc49JqVfML+IiEV7d9oTFBnyX8IoAwQD6gK6F8e9eOh+w3yne/FuPOvDFaEEBclwkU6X3f/Z3r09umAUKU6K+4qLp8AX3dli0tVJylyL1z8BAAD//5n9rGQ=,BRU,Brussel,BEL,2023-08-23,06:00,IBZ,Ibiza,ESP,2023-08-23,08:45,99.99,99.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,eJyMklFv2jAUhf8Kurxet9exkzp+wy0NCARTIKIDIZQEZ8rKoEpgUoXwb588kFbe9nru53OPj32GHDRMZiPsZynODXIkJPyW4XTSX/S+Y288xmNTf7SbNt/ZFhd9g2EUAkIBerUCk2Y4NEsMKBCMFAvknCJNoSa605QOyWt+hRAcXzkiDl4WCSKs1wgl6NUZisPhvd7/eN7lbQsaXjkg7Nv3h9IL02pmm991aUHD4OU2qfLGmryt2+fD9jpYJF9GM7vbjewnaCA3eHEd9yacR1wQcnKOHHfu7cb/PJyavf284j47qUB25sbn7Zg0G5rlPfnPfG6cp1zHOZNmjtRjIB+9RedvGW5olneib8O5m1tTbL/etTnt7OT0q7CNjxFygssawSNCqzDiW6oUi0WpmNyGOVOVlSyoVKyKKFQRl/ojb471sT7smXyqRF7wgCklSybLmFi89acDQbEl+RTFOSBY0GcwvSTpJX3/G6Yb00s2w8kzXBAq0JD2Z9l43v2f7d3rowtGseakudRcPIRSdCezUdekGfMtXv4EAAD//6ZQrGw=,BRU,Brussel,BEL,2023-08-24,06:05,IBZ,Ibiza,ESP,2023-08-24,08:50,99.99,99.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1321,eJyMkt9u4jwQxV8FDbfj1n/i1PFdHNEoAoVPAUQ/EEJJcFbZslAlsFKF8LOvXJC23O3tmV/OnDnxBUrQkM/GOFoUODfIkCLF/xY4zUfL+H+MJxM8de1Hv+3Lve1xOTIoQwkIFej1GuK8wMyskFMuCFWEyzkNtZCa0gct0uxL8ysEZ/jKEDFLlikibDYINej1Barj8b09/Ej2Zd+DhlcGCIf+/an2wrSZ2e53W1vQkCX3SVN21pR92yfH3W2wTL+NZna/H9tP0EBdlriBexPOI45LRp2jjjn3dud/Hs/dwX7ecJ+dKi4Hc+PzDuK8yMzqkfxrPjfOU27gXJwXjqpnLp+9xeCrDJeZ1YPo23Du7tZVu++3due9zc+/Ktv5GJJRuG4QPMK0kiHb0UaRSNSKBDtZEtXYgPBGRaoKpQpZoD/K7tSe2uOBBC+NKCvGiVJBTYI6oiTa+a+5oJGlwUsYlYBgQV/AxGkapyP/GqZbE6fbLE/gitCAhmI0W0zmw3/ZPrz9dEH8jVSzQDPxFAo+zGfjYZwXxLd4/RMAAP//kiesVQ==,ANR,Antwerpen,BEL,2023-08-25,06:35,IBZ,Ibiza,ESP,2023-08-25,09:15,124.99,124.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1451,eJyMklFv2jAQx78KOl7P7TmJU8dvuKJpVEpQE0QHQigJzpSVQZXApArhzz55IK1smrTX//3ud5eLj1CAgnH2hMPpC+YaORISTqaYjoezwRccjEa4b5v3btUVG9PhbKhRhAIQSlCLBaRZjpPnBD3yfEaSeSLnQvmkiK4yqUi4zI0IBMcHjoiPehYjAoIzJHr+R8fflkgF9C/LcolQgVocodzt3prt1/tN0XWg4IEDwrZ7u6lckNaZaX80lQEFj/pSqYvW6KJruvvd+lyYxZ9KmdlsnswHKCD7qG3PvvrWIdYTnKwly619vfDfdod2az7OuNudpCd6uXb79tIsT/T8mvwtz7V1lO1Zm2a5JXnriVun6P06qU30/Cp017CT58RehG25/vy57WFjxofvpWndJoITnJYIDiElRcjXVEsW+ZVkwVoUTNYmYF4tI1mGQoY8UO9Fu2/2zW7LgrvaL0ruMSmDigVVRCxau27Pp8hQcBdGBSAYUEfQgzgexEP3rNKVHsSrZHwPJ4QaFLwMs+ko7//P9P75v/uMIsVJ8UBx/0aEd/1x9tRPs5y5Q55+BgAA//82I7x1,OST,Brugge-Oostende,BEL,2023-08-25,15:30,IBZ,Palma de Mallorca,ESP,2023-08-25,18:05,95.99,95.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,eJyMklFv2jAUhf8Kurxet9eJkzp+w0ADAsEUiOhACCXBmbIyUiUwqUL4t08eSCtvez3387nHx75ABgpmiwkO0wSXGjkSEn5LcT4brnrfsTed4qmpPtpdmx1Mi6uhxiAMACEHtdmATlIc6zV65PmMJPPCJQ8VkSJ60KQSgdPcCt/n+MoRcTRYxYiw3SIUoDYXyOv6vTr+6B+ytgUFrxwQju37U+GEebkwze+qMKBgNLhPyqwxOmurtl/vb4NV/GW0MIfDxHyCArKjge3YN986xHoBJ2vJcmvf7vzP+twczecNd9lJemFnqV3ejk7SsV4/kv/Ml9o6ynas1UlqST574bOz6Pwtw471+kF0bVh7d2vy/de7NueDmZ1/5aZxMQJOcN0iOEQoGYR8T6VkkV9IJvZBxmRpBPNKGck8DGTIhfrImlN1quojEy+ln+XcY1KKgokiIhbt3WnPp8iQeAmjDBAMqAvoXhz34qH7DfOd7sW78awPV4QSFCTDRTpddv9ne/f26D6jSHFSXCjuPwXC784Wk65OUuZavP4JAAD//7jwrHk=,BRU,Brussel,BEL,2023-08-26,16:00,IBZ,Ibiza,ESP,2023-08-26,18:45,99.99,99.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,eJyMklFv2jAUhf8Kurxet9exQxy/4YoGBIIpENGBEEqCM2VlUCUwqUL4t08eSCtvez3387nHx75ADhqm8zEOshQXBjkSEn7LcDYdLPvfsT+Z4KmpP9ptm+9ti8uBwbAXAkIBer0Gk2Y4MisMKBCMFAuiBY80kSZ60GItQ6/5FUJwfOWIODTLBBE2G4QS9PoCxfH4Xh9+vOzztgUNrxwQDu37U+mFWTW3ze+6tKBhaO6TKm+sydu6fTnuboNl8mU0t/v92H6CBnJD4zruTTiPuCDk5Bw57tzbnf95PDcH+3nDfXZSQdRZGJ+3Y9JsZFaP5D/zhXGech3nTJo5Us9B9OwtOn/LcCOzehB9G87d3Zpi9/WuzXlvp+dfhW18jJATXDcIHuFahT2+o0qxWJSKyV2YM1VZyYJKxaroharHpf7Im1N9qo8HJqNK5AUPmFKyZLKMicU7fzoQFFuSUS/OAcGCvoDpJ0k/GfjfMNuafrIdTV/gilCBhnQwzyaL7v9s794eXTCKNSfNpebiKZSiO52PuybNmG/x+icAAP//s7usdQ==,BRU,Brussel,BEL,2023-08-27,17:00,IBZ,Ibiza,ESP,2023-08-27,19:45,95.99,95.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1321,eJyMkl+L4jAUxb+KXF9vZm7SP5PmrRmcIEpdquKsItLWdOmOq0OrC4OYz75EhXXf9vXcX849OckZClCQTUc4mOc408iRkPDbHCfZYJF+x3Q8xmPbfHabrtjZDhcDjVEcAUIJarWCNMtxqJcoSASMJBNyRlKFkSJ61DhX4qr5FYHg+MYR0ZiFQYT1GqECtTpDeTh8NPsfr7ui60DBGweEfffxVHlhUk9t+7upLCgw5j6pi9bqomu618P2Nlg8jqZ2txvZL1BAzhjXc++B84gTESfnyHHn3u/8z8Op3duvG+6zkxSyN9M+by/N8qFe/kv+NZ9p5ynXcy7NckfyWchnb9G7luGGevkoXttw7u7WltvHu7annc1Ov0rb+hgRJ7isETxCSkYx31ItWRJUkoXbqGCytiETtUxkGUcy5qH6LNpjc2wOexa+1EFRcsGkDCsWVgmxZOtPi4ASS+FLnBSAYEGdQafGpGbgf8Nko1OzGWavcEGoQUE+mM7Hs/7/bO/fHj1glChOioeKB09xIPrZdNRPs5z5Fi9/AgAA//+wgqxn,ANR,Antwerpen,BEL,2023-08-28,08:45,IBZ,Ibiza,ESP,2023-08-28,11:25,91.99,91.99,Direct,02:40,,TB,TUI fly,10,True,0.0,0.0,,,False
1341,eJyMklFv2jAUhf8Kurxet9dJHBy/YaABgcjUBNGBEEqCM2VlUCUwqUL4t08eSCtvez3387nHx75ADgrm6RRHi1fMNHIkJPy2wGQ+Wva/Y382w1NTf7TbNt+bFpcjjSIUgFCAWq8hSTOc6BV65PmMJPNkxoUioYgetJ4S5DS3wg84vnBEHA+XMSJsNgglqPUFiuPxvT78GOzztgUFLxwQDu37U+mEpEpN87suDSgYD++TKm+Mztu6HRx3t8Ey/jJKzX4/NZ+ggOx4aDv2zbcOsZ7gZC1Zbu3bnf95PDcH83nDXXaSnuxk2uXtJGk20atH8p95pq2jbMfaJM0syWdPPjuLzt8y7ESvHkTXhrV3t6bYfb1rc96b+flXYRoXQ3CC6wbBIVxJEfIdVZJFfilZsBM5k5UJmFfJSBahkCEP1EfenOpTfTywoFf5ecE9JmVQsqCMiEU7d9rzKTIU9MIoBwQD6gK6H8f9eOR+Q7LV/Xg7mQ/gilCBgtdRuphl3f/Z3r09us8oUpwUDxT3n0TY687TaTdJM+ZavP4JAAD//wV+rLs=,OST,Brugge-Oostende,BEL,2023-08-28,15:05,IBZ,Ibiza,ESP,2023-08-28,17:50,99.99,99.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,eJyMklGL4jAUhf+KXF9vZm6a1kny1gxaRNGlWpxVRNqaLt1x7dDqwiDmty9ZhR3f9vWcL/eenOQCOWiYLSY4zFJcGuRISPgtw/lsuIq/Yzyd4qmtP7pdlx9sh6uhwWgQAUIBerMBk2Y4NmsMKBCMJAvUkkdaRJroQZM6IK/5FUJwHHFEHMWrBBG2W4QS9OYCRdO818cfr4e860DDiAPCsXt/Kr0wrxa2/V2X1jvx3any1pq8q7vXZn8zVskXa2EPh4n9BA3kRrHruTfhPOKCiJNz5Lhzb3f+Z3Nuj/bzhvvsJAPVWxqft2fSbGzWj+S/4UvjPOV6zpk0cySfA/XsR/T+luHGZv0g+jacu09ri/3Xu7bng52dfxW29TEiTnDdIniEtIwGfE+VZEqUkoX7KGeysiELKqlkMYjkgIf6I29P9alujix8qURe8IBJGZYsLBUxtfenA0HKUvgyUDkgWNAXMHGSxMnQ/4b5zsTJbjx7hStCBRrS4SKbLvv/s71/e3TBSGlOmoeai6coFP3ZYtI3acZ8i9c/AQAA//+j7Kxr,BRU,Brussel,BEL,2023-08-29,15:35,IBZ,Ibiza,ESP,2023-08-29,18:20,69.99,69.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,eJyMkt+KIj0QxV9FytvKTCWd+Cd3iTiNKCqtjfMhIh1Nf/SOq0O3Lgxinn3JKux4t7enfpw6OZUrFKBhuhjjMM9waZEjIeE8x9l0uDL/oZlM8FxXn822KQ6+wdXQouooQHCg12uwWY4mnaMgkTDqMZEsqaNJaaInra85RS2uIM7xjSPiyKxSRNhsEHag11dwp9NHdfx/cCiaBjS8cUA4Nh8vuyjMyoWvf1U7DxpG5jEpi9rboqmawWl/H6zSb6OFPxzG/gs0UBiZ0ArvSYhIEIpTCBR4CO8P/sfpUh/91x2P2aknktbSxrwtm+UmnT+Tf82XNkQqtEKwWR6o9yqS12jR+lNGMOn8SYxthPBwq93++1vry8FPLz+dr2MMxQluG4SISO33koTqSyZk2WGy7DrWl7Rje9ERZc9zrrjQn0V9rs7V6cgU71FCfcWkl55J7gRzyhNzXklyzvV9twQED/oK1qSpSYfxN8y21qTb0XQAN4QSNGTDRT5Ztv9le/t+9ITdL86lFvQiurw9XYzbNstZbPH2OwAA//9CB6xB,BRU,Brussel,BEL,2023-08-23,06:05,AGP,Malaga,ESP,2023-08-23,09:10,114.99,114.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,eJyMklGL4jAUhf+KXF9vZm7SRNu8tcUpoliZVpxFRBpNl+64OrS6MIj57UtGYce3fT3n49zT01ygAg2zYoKjxSuWCXIkJJwvMJ+NlvEPjKdTPLXNR7fpqr3tcDlKUA0UIBjQqxXkRYlxNkdBImAUMhGUNNABaaIHLdLyS/MnaMjxhSPiOF1miLBeI2xBry5gjsf35vAz3VddBxpeOCAcuvenrRfyurDtn2ZrQcM4vTt11dqk6pouPe5uxjL7ZhV2v5/YT9BAbpy6nnsLnEecUJycI8ede7vzv47n9mA/b7jvTqEIemXi+/byooyz+SP5L7xMnKdcz7m8KB2FzyJ49hG9rzFcnM0fRL+Gc/e01uy+f2t73tvZ+bexra+hOMF1jeARqe1OklCRZELWAybroWGRpC3biYGoQ8u54kJ/VO2pOTXHA1M8pIAixaSVlkluBDPKEjNWSTLGRHZYA4IFfYEkzrI4G/nXkG+SONuMZylcEWrQ8DoqFtOy/z/X+7efHjCKNCfNpRb0JAZhf1ZM+nlRMr/i9W8AAAD//63srJk=,OST,Brugge-Oostende,BEL,2023-08-23,06:30,AGP,Malaga,ESP,2023-08-23,09:40,124.99,124.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,eJyMkl+L4jAUxb+KXF9vZm7SxD95S0XrolSpirOISKPp0h3XDq0uDGI++5JV2PFtX8/5ce7paa6Qg4Z0McHhKsNljBwJCecrnKXDtfmOZjrFc11+NLsmP7oG18MYVUcBggW92YBJMzTJHAWJiFGPiWjJpY6UJnrSug8tnCDiOOKIOB6tE0TYbhH2oDdXsFX1Xp5+DI5504CGEQeEU/P+sg/CrFi4+ne5d6BhPHo4RV67OG/KZlAd7sY6+WIt3PE4cZ+ggfx45Fv+LfIB8UJx8p489/7twf+sLvXJfd7x0J16Imot49C3ZdLMJPNn8l/4MvaB8i3vTZp56r2K6DVEtP6O4U0yfxLDGt4/0mp7+Pqt9eXo0ssv6+pQQ3GC2xYhIFy7gySh+pIJWXSYLLqW9SXt2UF0RNFznCsu9Eden8tzWZ2Y4j2KqK+YdNIxya1gVjli1ilJ1tq+6xaA4EBfITZJYpJheA2zXWyS3bd0ADeEAjRkw8Vqumz/z/X2/adHjPqak+ZSC3oRHdVOF5O2STMWVrz9CQAA//9QG6xC,ANR,Antwerpen,BEL,2023-08-23,14:35,AGP,Malaga,ESP,2023-08-23,17:35,109.99,109.99,Direct,03:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,eJyMklGL4j4Uxb+KXF9vZm5iojZviThFFJVqcf6ISKPpn+64OrS6MIj57EtWYce3fT3nx7mnp7lCARqmizEO8wyXFjkSEs5znE2HK/MfmskEz3X12Wyb4uAbXA0tqq4CBAd6vQab5WjSOQoSHUZ9JuSSuppIEz1piSYVtXiCOMc3jogjs0oRYbNB2IFeX8GdTh/V8f/BoWga0PDGAeHYfLzsojArF77+Ve08aBiZh1MWtbdFUzWD0/5urNJv1sIfDmP/BRoojExohfdOiEgQilMIFHgI7w/+x+lSH/3XHY/dqS9ka2lj35bNcpPOn8m/4UsbIhVaIdgsD9R/FfI1RrT+jBFMOn8S4xohPNJqt//+rfXl4KeXn87XsYbiBLcNQkSU9ntJQiWSCVl2mSx7jiWSdmwvuqLse84VF/qzqM/VuTodmeJ96lCimPTSM8mdYE55Ys4rSc65xPdKQPCgr2BNmpp0GF/DbGtNuh1NB3BDKEFDNlzkk2X7X6637z+9wyjRnDSXWtCL6PH2dDFu2yxnccXb7wAAAP//RqysRQ==,BRU,Brussel,BEL,2023-08-24,06:00,AGP,Malaga,ESP,2023-08-24,09:05,114.99,114.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,eJyMklGL4jAUhf+KXF9vZm5iom3eUnGKKFamFWcRkUbTpTuuDq0uDGJ++5JR2PFtX8/5OPf0NBcoQcMsn+Bo8YpFghwJCecLzGajpfmBZjrFU1N/tJu23LsWl6MEVV8BggW9WkGWF2jSOQoSPUYRE7KgvhZKEz1ose59aeEEDTi+cEQcm2WKCOs1whb06gL2eHyvDz+H+7JtQcMLB4RD+/60DUJW5a75U28daBibu1OVjUvKtm6Hx93NWKbfrNzt9xP3CRrIj43v+LeeD4gXipP35Ln3b3f+1/HcHNznDQ/dKRKyUyShbyfLC5POH8l/4UXiA+U73md54Sl6FvI5RHS+xvAmnT+IYQ3v72mN3X3/1ua8d7Pzb+uaUENxgusaISBCu50koWLJhKz6TFYDy2JJW7YTfVFFjnPFhf4om1N9qo8HpnhEPYoVk046JrkVzCpHzDolyVobu0EFCA70BRKTpiYdhdeQbRKTbsazIVwRKtDwOsoX06L7P9e7t5/eYxRrTppLLehJ9KPuLJ90s7xgYcXr3wAAAP//vBysog==,OST,Brugge-Oostende,BEL,2023-08-24,06:25,AGP,Malaga,ESP,2023-08-24,09:35,114.99,114.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1003,eJyMklGL4jAUhf+KXF9vZm5i4tS8pYMWUapUxVlEpNF06U7XDq0uDGJ++5JR2PFtX8/5OPf0NBfIQUO6mOBwleEyRo6EhPMVztLh2vxAM53iqSk/2l2bV67F9TBG1VeAYEFvNmDSDE0yR0GixyhiQi650kSa6EGLNAX56wRRD0ccEcejdYII2y3CHvTmArau38vjz9cqb1vQMOKAcGzfn/ZBmBUL1/wp9w40jEd3p8gbF+dt2b7Wh5uxTr5ZC1dVE/cJGsiPR77j33o+IF4oTt6T596/3flf9bk5us8bHrpTJGRnGYe+HZNmJpk/kv/Cl7EPlO94b9LMU/Qs5HOI6HyN4U0yfxDDGt7f0xp7+P6tzbly6fm3dU2ooTjBdYsQEKndQZJQA8mELPpMFi+WDSTt2UH0RRE5zhUX+iNvTuWprI9M8Yh6NFBMOumY5FYwqxwx65Qka+3AvRSA4EBfIDZJYpJheA2zXWyS3Th9hStCARqy4WI1XXb/53r39tN7jAaak+ZSC3oSfdVNF5OuSTMWVrz+DQAA//9PJKxD,ANR,Antwerpen,BEL,2023-08-24,15:00,AGP,Malaga,ESP,2023-08-24,18:05,139.99,139.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,eJyMktGL4jAQxv8VGV8nu5OY1Jq3trhBLCqr4h4i0mh69NbTpdWDRczffmQVTg8O7vWbL7+Z+TJnKEDDaDrE/vwVZylyJCSczHE86i+Sb5jkOR7r6qNZN8XONbjop6giBQgW9HIJuTGY5BkKEh1GMRNqRpEm0kQPWqylClpowSOOLxwRB9nCIAJCICRm8vCip/nfFE5a0b8oqxXCBvTyDPZweK/237Nd0TSg4YUDwr55f9oEYVxOXf2r2jjQMMhulbKoXVo0VZMdttfCwtyVpm63G7pP0EB+kPmWf+v4YPFCcfKePPf+7eb/cTjVe/d5tYfZKRaqNUvDvK3cmMRMHp1/4LPUB5dveZ8b4yl+Fuo5IFpfkfrETO7FrzR8kmf+Bqzt9n7d+rRzo9NP6+owieIElxVCsHDttpKE6kkmZBkxWXYt60nasK2IRBk7zhUX+qOoj9WxOuyZ4jF1qKeYdNIxya1gVjli1ilJ1tqe65aA4ECfIU3Ckv1wVuN1mpj1YJTBBaEEDa/96Tyftf+ne/v67x12PQQutaAnEXXbo+mwnRvDQpCX3wEAAP//5/W7qg==,LGG,Luik,BEL,2023-08-25,06:00,AGP,Alicante,ESP,2023-08-25,08:45,124.99,124.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,eJyMklGL4j4Uxb+KXF9vZm5iom3eGnGKKCrV4vwRkUbTP91x7dDqwiDmsy9ZhR3f9vWcH+eenuYKBWiYLSc4yjNcGeRISLjIcT4brZP/MJlO8dxUn+2uLY6uxfXIoOorQLCgNxswWY5JukBBoscoYkKtqK+JNNGTFmtSQQsniHN844g4NusUEbZbhD3ozRVsXX9Up/+Hx6JtQcMbB4RT+/GyD8K8XLrmV7V3oGFsHk5ZNM4UbdUO68PdWKffrKU7HifuCzSQHxvf8e89HxAvFCfvyXPv3x/8j/rSnNzXHQ/dKRKqszKhb8dkeZIunsm/4SvjA+U73pss9xS9CvUaIjp/xvBJungSwxreP9Iae/j+rc3l6GaXn9Y1oYbiBLctQkAi7Q6ShIolE7LsM1kOLIsl7dlB9EUZOc4VF/qzaM7VuapPTPGIehQrJp10THIrmFWOmHVKkrU2doMSEBzoK5gkTZN0FF7DfGeSdDeeDeGGUIKGbLTMp6vuv1zv3n96j1GsOWkutaAXMeDd2XLSNVnOwoq33wEAAP//WSOsUg==,BRU,Brussel,BEL,2023-08-25,06:00,AGP,Malaga,ESP,2023-08-25,09:05,119.99,119.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1003,eJyMklGL4jAUhf+KXF9vZm5i4tS8peIUUapUxVlEpNF06U7XDq0uDGJ++5JRWPdtXs/5OPf0NBfIQUO6mOBoleEyRo6EhPMVztLR2vxAM53iqSk/2l2bV67F9ShG1VeAYEFvNmDSDE0yR0GixyhiQi0p0kSa6FHjXJMKWjhB1MNXjohjs04QYbtF2IPeXMDW9Xt5/Dms8rYFDa8cEI7t+9M+CLNi4Zo/5d6BhrG5O0XeuDhvy3ZYH27GOnmwFq6qJu4TNJAfG9/xbz0fEC8UJ+/Jc+/f7vyv+twc3ecND90pEqqzjEPfjkkzk8z/J/+FL2MfKN/x3qSZp+hZqOcQ0fkaw5tk/ih+reH9Pa2xh8dvbc6VS8+/rWtCDcUJrluEgAjtDpKEGkgmZNFnsnixbCBpzw6iL4rIca640B95cypPZX1kikfUo4Fi0knHJLeCWeWIWackWWsH7qUABAf6ArFJEpOMwmuY7WKT7MbpEK4IBWjIRovVdNn9zvXu7af3GA00J82lFvQk+qqbLiZdk2YsrHj9GwAA//8cSawj,ANR,Antwerpen,BEL,2023-08-25,08:00,AGP,Malaga,ESP,2023-08-25,11:05,114.99,114.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
