flightNumber,scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
1161,2023-03-16,LGG,Luik,BEL,2023-07-17,06:00,ALC,Alicante,ESP,2023-07-17,08:45,249.99,249.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-17,06:05,ALC,Alicante,ESP,2023-07-17,08:50,259.99,259.99,Direct,02:45,,TB,TUI fly,6,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-18,06:00,ALC,Alicante,ESP,2023-07-18,08:50,219.99,219.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-07-18,08:35,ALC,Alicante,ESP,2023-07-18,11:15,269.99,269.99,Direct,02:40,,TB,TUI fly,8,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-18,15:20,ALC,Alicante,ESP,2023-07-18,18:05,189.99,189.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-12,06:00,IBZ,Ibiza,ESP,2023-07-12,08:45,169.99,169.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-13,06:05,IBZ,Ibiza,ESP,2023-07-13,08:50,219.99,219.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1321,2023-03-16,ANR,Antwerpen,BEL,2023-07-14,06:35,IBZ,Ibiza,ESP,2023-07-14,09:15,259.99,259.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1451,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-14,15:30,IBZ,Palma de Mallorca,ESP,2023-07-14,18:05,194.99,194.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-15,16:00,IBZ,Ibiza,ESP,2023-07-15,18:45,254.99,254.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-16,17:00,IBZ,Ibiza,ESP,2023-07-16,19:45,169.99,169.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1321,2023-03-16,ANR,Antwerpen,BEL,2023-07-17,08:45,IBZ,Ibiza,ESP,2023-07-17,11:25,294.99,294.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1341,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-17,15:05,IBZ,Ibiza,ESP,2023-07-17,17:50,254.99,254.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-18,15:35,IBZ,Ibiza,ESP,2023-07-18,18:20,159.99,159.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-12,06:05,AGP,Malaga,ESP,2023-07-12,09:10,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-12,06:30,AGP,Malaga,ESP,2023-07-12,09:40,164.99,164.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,2023-03-16,ANR,Antwerpen,BEL,2023-07-12,14:35,AGP,Malaga,ESP,2023-07-12,17:35,159.99,159.99,Direct,03:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-13,06:00,AGP,Malaga,ESP,2023-07-13,09:05,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-13,06:25,AGP,Malaga,ESP,2023-07-13,09:35,204.99,204.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-07-13,15:00,AGP,Malaga,ESP,2023-07-13,18:05,249.99,249.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-14,06:00,AGP,Malaga,ESP,2023-07-14,09:05,214.99,214.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-07-14,06:00,AGP,Alicante,ESP,2023-07-14,08:45,224.99,224.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-07-14,08:00,AGP,Malaga,ESP,2023-07-14,11:05,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1013,2023-03-16,BRU,Brussel,BEL,2023-07-14,16:00,AGP,Malaga,ESP,2023-07-14,19:05,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-14,17:10,AGP,Malaga,ESP,2023-07-14,20:20,189.99,189.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-15,06:00,AGP,Malaga,ESP,2023-07-15,09:05,259.99,259.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-15,06:50,AGP,Malaga,ESP,2023-07-15,10:00,224.99,224.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-07-15,13:20,AGP,Malaga,ESP,2023-07-15,16:25,259.99,259.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-16,06:20,AGP,Malaga,ESP,2023-07-16,09:25,229.99,229.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,2023-03-16,ANR,Antwerpen,BEL,2023-07-16,08:00,AGP,Malaga,ESP,2023-07-16,11:05,229.99,229.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-16,14:30,AGP,Malaga,ESP,2023-07-16,17:40,229.99,229.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1013,2023-03-16,BRU,Brussel,BEL,2023-07-16,15:25,AGP,Malaga,ESP,2023-07-16,18:30,204.99,204.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-07-17,06:00,AGP,Alicante,ESP,2023-07-17,08:45,244.99,244.99,Stop Over,04:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-17,06:05,AGP,Malaga,ESP,2023-07-17,09:10,239.99,239.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-17,16:45,AGP,Malaga,ESP,2023-07-17,19:55,229.99,229.99,Direct,03:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-18,06:15,AGP,Malaga,ESP,2023-07-18,09:20,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-07-18,06:45,AGP,Malaga,ESP,2023-07-18,09:45,214.99,214.99,Direct,03:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1791,2023-03-16,LGG,Luik,BEL,2023-07-12,12:30,TFS,Tenerife,ESP,2023-07-12,16:30,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-07-12,12:30,TFS,Tenerife,ESP,2023-07-12,16:30,299.99,299.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-12,13:05,TFS,Tenerife,ESP,2023-07-12,17:05,294.99,294.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1811,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-12,13:10,TFS,Tenerife,ESP,2023-07-12,17:10,309.99,309.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-13,13:40,TFS,Tenerife,ESP,2023-07-13,17:40,289.99,289.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1801,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-13,13:50,TFS,Tenerife,ESP,2023-07-13,17:50,294.99,294.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-07-14,06:05,TFS,Tenerife,ESP,2023-07-14,10:05,369.99,369.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1821,2023-03-16,ANR,Antwerpen,BEL,2023-07-14,12:55,TFS,Tenerife,ESP,2023-07-14,16:55,389.99,389.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-14,13:35,TFS,Tenerife,ESP,2023-07-14,17:35,339.99,339.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-07-15,06:05,TFS,Tenerife,ESP,2023-07-15,10:05,489.99,489.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-15,12:55,TFS,Tenerife,ESP,2023-07-15,16:55,359.99,359.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1791,2023-03-16,LGG,Luik,BEL,2023-07-15,14:55,TFS,Tenerife,ESP,2023-07-15,18:55,319.99,319.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1811,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-16,13:00,TFS,Tenerife,ESP,2023-07-16,17:00,459.99,459.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-16,14:30,TFS,Tenerife,ESP,2023-07-16,18:30,349.99,349.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1801,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-17,06:00,TFS,Tenerife,ESP,2023-07-17,10:00,369.99,369.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1751,2023-03-16,BRU,Brussel,BEL,2023-07-17,06:10,TFS,Tenerife,ESP,2023-07-17,10:10,429.99,429.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1821,2023-03-16,ANR,Antwerpen,BEL,2023-07-17,12:40,TFS,Tenerife,ESP,2023-07-17,16:40,339.99,339.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-17,13:05,TFS,Tenerife,ESP,2023-07-17,17:05,309.99,309.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1753,2023-03-16,BRU,Brussel,BEL,2023-07-18,06:05,TFS,Tenerife,ESP,2023-07-18,10:05,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,2023-03-16,BRU,Brussel,BEL,2023-07-21,14:30,CFU,Araxos,GRC,2023-07-21,18:55,409.99,409.99,Stop Over,05:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-07-23,06:40,CFU,Corfu,GRC,2023-07-23,10:45,409.99,409.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2191,2023-03-16,BRU,Brussel,BEL,2023-07-24,06:00,CFU,Corfu,GRC,2023-07-24,10:05,379.99,379.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
2161,2023-03-16,BRU,Brussel,BEL,2023-07-25,06:00,CFU,Araxos,GRC,2023-07-25,10:30,379.99,379.99,Stop Over,05:10,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-07-19,06:10,HER,Kreta-Heraklion,GRC,2023-07-19,11:00,269.99,269.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-07-20,06:00,HER,Rhodos,GRC,2023-07-20,10:35,319.99,319.99,Stop Over,05:15,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-07-20,06:15,HER,Kreta-Heraklion,GRC,2023-07-20,11:05,309.99,309.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2267,2023-03-16,ANR,Antwerpen,BEL,2023-07-20,13:15,HER,Kreta-Heraklion,GRC,2023-07-20,17:50,309.99,309.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-07-21,06:20,HER,Kreta-Heraklion,GRC,2023-07-21,11:10,369.99,369.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2281,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-21,06:30,HER,Kreta-Heraklion,GRC,2023-07-21,11:30,264.99,264.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-07-22,06:25,HER,Kreta-Heraklion,GRC,2023-07-22,11:15,329.99,329.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-07-23,12:45,HER,Rhodos,GRC,2023-07-23,17:35,259.99,259.99,Stop Over,05:30,,TB,TUI fly,10,False,0.0,0.0,,,False
2267,2023-03-16,ANR,Antwerpen,BEL,2023-07-23,14:55,HER,Kreta-Heraklion,GRC,2023-07-23,19:30,309.99,309.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
2253,2023-03-16,BRU,Brussel,BEL,2023-07-23,15:30,HER,Kreta-Heraklion,GRC,2023-07-23,20:20,259.99,259.99,Direct,03:50,,TB,TUI fly,10,True,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-07-24,06:15,HER,Kreta-Heraklion,GRC,2023-07-24,11:05,379.99,379.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2251,2023-03-16,BRU,Brussel,BEL,2023-07-25,06:20,HER,Kreta-Heraklion,GRC,2023-07-25,11:10,379.99,379.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2185,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-25,13:10,HER,Kreta-Chania,GRC,2023-07-25,18:20,359.99,359.99,Stop Over,05:35,,TB,TUI fly,10,True,0.0,0.0,,,False
2333,2023-03-16,BRU,Brussel,BEL,2023-07-19,15:05,RHO,Mykonos,GRC,2023-07-19,19:45,259.99,259.99,Stop Over,05:20,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-07-20,06:00,RHO,Rhodos,GRC,2023-07-20,10:35,369.99,369.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-07-20,06:20,RHO,Rhodos,GRC,2023-07-20,11:20,359.99,359.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-07-21,06:00,RHO,Rhodos,GRC,2023-07-21,11:00,379.99,379.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-07-22,14:15,RHO,Rhodos,GRC,2023-07-22,19:15,259.99,259.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
2371,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-22,14:30,RHO,Rhodos,GRC,2023-07-22,19:40,379.99,379.99,Direct,04:10,,TB,TUI fly,10,False,0.0,0.0,,,False
2365,2023-03-16,LGG,Luik,BEL,2023-07-23,12:45,RHO,Rhodos,GRC,2023-07-23,17:35,259.99,259.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-07-23,14:15,RHO,Rhodos,GRC,2023-07-23,19:15,259.99,259.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-07-24,06:10,RHO,Rhodos,GRC,2023-07-24,11:10,379.99,379.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2341,2023-03-16,BRU,Brussel,BEL,2023-07-25,06:00,RHO,Rhodos,GRC,2023-07-25,11:00,379.99,379.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
2371,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-25,13:00,RHO,Rhodos,GRC,2023-07-25,18:10,379.99,379.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
3511,2023-03-16,BRU,Brussel,BEL,2023-07-22,06:30,BDS,Brindisi,ITA,2023-07-22,09:15,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
3511,2023-03-16,BRU,Brussel,BEL,2023-07-25,15:15,BDS,Brindisi,ITA,2023-07-25,18:00,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-07-21,06:00,NAP,Napels,ITA,2023-07-21,08:35,309.99,309.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-07-24,06:00,NAP,Napels,ITA,2023-07-24,08:35,249.99,249.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-07-21,06:00,PMO,Napels,ITA,2023-07-21,08:35,359.99,359.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
3581,2023-03-16,BRU,Brussel,BEL,2023-07-24,06:00,PMO,Napels,ITA,2023-07-24,08:35,339.99,339.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-07-20,15:15,FAO,Faro,PRT,2023-07-20,17:30,229.99,229.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-07-22,06:15,FAO,Faro,PRT,2023-07-22,08:30,229.99,229.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1941,2023-03-16,BRU,Brussel,BEL,2023-07-23,13:35,FAO,Faro,PRT,2023-07-23,15:50,274.99,274.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
1187,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-19,06:00,ALC,Alicante,ESP,2023-07-19,08:50,254.99,254.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-19,06:05,ALC,Alicante,ESP,2023-07-19,08:50,184.99,184.99,Direct,02:45,,TB,TUI fly,2,False,0.0,0.0,,,False
1101,2023-03-16,ANR,Antwerpen,BEL,2023-07-19,06:30,ALC,Alicante,ESP,2023-07-19,09:10,184.99,184.99,Direct,02:40,,TB,TUI fly,10,True,0.0,0.0,,,False
1113,2023-03-16,BRU,Brussel,BEL,2023-07-19,13:15,ALC,Alicante,ESP,2023-07-19,16:00,184.99,184.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-20,06:05,ALC,Alicante,ESP,2023-07-20,08:50,199.99,199.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-07-20,06:30,ALC,Alicante,ESP,2023-07-20,09:10,189.99,189.99,Direct,02:40,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-20,07:00,ALC,Alicante,ESP,2023-07-20,09:50,219.99,219.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-07-21,06:00,ALC,Alicante,ESP,2023-07-21,08:45,244.99,244.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-21,06:05,ALC,Alicante,ESP,2023-07-21,08:50,244.99,244.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-21,07:00,ALC,Alicante,ESP,2023-07-21,09:50,234.99,234.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1113,2023-03-16,BRU,Brussel,BEL,2023-07-21,16:05,ALC,Alicante,ESP,2023-07-21,18:50,209.99,209.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1187,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-22,06:00,ALC,Alicante,ESP,2023-07-22,08:50,254.99,254.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-22,06:00,ALC,Alicante,ESP,2023-07-22,08:45,224.99,224.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1101,2023-03-16,ANR,Antwerpen,BEL,2023-07-22,06:30,ALC,Alicante,ESP,2023-07-22,09:10,224.99,224.99,Direct,02:40,,TB,TUI fly,10,True,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-23,06:00,ALC,Alicante,ESP,2023-07-23,08:50,219.99,219.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-23,06:10,ALC,Alicante,ESP,2023-07-23,08:55,224.99,224.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1101,2023-03-16,ANR,Antwerpen,BEL,2023-07-23,08:30,ALC,Alicante,ESP,2023-07-23,11:10,234.99,234.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1113,2023-03-16,BRU,Brussel,BEL,2023-07-23,18:25,ALC,Alicante,ESP,2023-07-23,21:10,179.99,179.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-07-24,06:00,ALC,Alicante,ESP,2023-07-24,08:45,229.99,229.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-24,06:05,ALC,Alicante,ESP,2023-07-24,08:50,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1171,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-25,06:00,ALC,Alicante,ESP,2023-07-25,08:50,209.99,209.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
1103,2023-03-16,ANR,Antwerpen,BEL,2023-07-25,08:35,ALC,Alicante,ESP,2023-07-25,11:15,209.99,209.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1111,2023-03-16,BRU,Brussel,BEL,2023-07-25,15:20,ALC,Alicante,ESP,2023-07-25,18:05,184.99,184.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-19,06:00,IBZ,Ibiza,ESP,2023-07-19,08:45,149.99,149.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-20,06:05,IBZ,Ibiza,ESP,2023-07-20,08:50,219.99,219.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1321,2023-03-16,ANR,Antwerpen,BEL,2023-07-21,06:35,IBZ,Ibiza,ESP,2023-07-21,09:15,259.99,259.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1451,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-21,15:30,IBZ,Palma de Mallorca,ESP,2023-07-21,18:05,174.99,174.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-22,16:00,IBZ,Ibiza,ESP,2023-07-22,18:45,209.99,209.99,Direct,02:45,,TB,TUI fly,12,False,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-23,17:00,IBZ,Ibiza,ESP,2023-07-23,19:45,159.99,159.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1321,2023-03-16,ANR,Antwerpen,BEL,2023-07-24,08:45,IBZ,Ibiza,ESP,2023-07-24,11:25,279.99,279.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
1341,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-24,15:05,IBZ,Ibiza,ESP,2023-07-24,17:50,219.99,219.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
1331,2023-03-16,BRU,Brussel,BEL,2023-07-25,15:35,IBZ,Ibiza,ESP,2023-07-25,18:20,164.99,164.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-19,06:05,AGP,Malaga,ESP,2023-07-19,09:10,194.99,194.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-19,06:30,AGP,Malaga,ESP,2023-07-19,09:40,194.99,194.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1001,2023-03-16,ANR,Antwerpen,BEL,2023-07-19,14:35,AGP,Malaga,ESP,2023-07-19,17:35,189.99,189.99,Direct,03:00,,TB,TUI fly,10,True,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-20,06:00,AGP,Malaga,ESP,2023-07-20,09:05,204.99,204.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
1071,2023-03-16,OST,Brugge-Oostende,BEL,2023-07-20,06:25,AGP,Malaga,ESP,2023-07-20,09:35,239.99,239.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-07-20,15:00,AGP,Malaga,ESP,2023-07-20,18:05,249.99,249.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1011,2023-03-16,BRU,Brussel,BEL,2023-07-21,06:00,AGP,Malaga,ESP,2023-07-21,09:05,259.99,259.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1161,2023-03-16,LGG,Luik,BEL,2023-07-21,06:00,AGP,Alicante,ESP,2023-07-21,08:45,194.99,194.99,Stop Over,04:50,,TB,TUI fly,10,True,0.0,0.0,,,False
1003,2023-03-16,ANR,Antwerpen,BEL,2023-07-21,08:00,AGP,Malaga,ESP,2023-07-21,11:05,234.99,234.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
1013,2023-03-16,BRU,Brussel,BEL,2023-07-21,16:00,AGP,Malaga,ESP,2023-07-21,19:05,259.99,259.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
