flightKey,flightNumber,scrapeDate,departureAirportCode,departureAirportName,departureCountryCode,departureDate,departureTime,arrivalAirportCode,arrivalAirportName,arrivalCountryCode,arrivalDate,arrivalTime,adultPrice,originalAdultPrice,journeyType,journeyDuration,totalNumberOfStops,carrierCode,carrierName,availableSeats,isCheapest,airportTax,originalAirportTax,bookingFee,originalBookingFee,isOriginalBooking
TB 1001_2023-06-29,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-06-29,08:05,AGP,Malaga,ESP,2023-06-29,11:10,219.99,219.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1027_2023-06-29,TB 1027,2023-03-30,BRU,Brussel,BEL,2023-06-29,15:25,AGP,Malaga,ESP,2023-06-29,18:30,174.99,174.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-06-30,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-06-30,06:00,AGP,Malaga,ESP,2023-06-30,09:05,204.99,204.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-06-30,TB 1161,2023-03-30,LGG,Luik,BEL,2023-06-30,06:00,AGP,Alicante,ESP,2023-06-30,08:45,189.99,189.99,Stop Over,04:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1003_2023-06-30,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-06-30,08:00,AGP,Malaga,ESP,2023-06-30,11:05,204.99,204.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1013_2023-06-30,TB 1013,2023-03-30,BRU,Brussel,BEL,2023-06-30,16:00,AGP,Malaga,ESP,2023-06-30,19:05,204.99,204.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-06-30,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-30,17:10,AGP,Malaga,ESP,2023-06-30,20:20,289.99,289.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-07-01,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-07-01,06:00,AGP,Malaga,ESP,2023-07-01,09:05,274.99,274.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-07-01,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-01,06:50,AGP,Malaga,ESP,2023-07-01,10:00,289.99,289.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1003_2023-07-01,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-07-01,13:20,AGP,Malaga,ESP,2023-07-01,16:25,239.99,239.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-07-02,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-07-02,06:20,AGP,Malaga,ESP,2023-07-02,09:25,204.99,204.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1001_2023-07-02,TB 1001,2023-03-30,ANR,Antwerpen,BEL,2023-07-02,08:00,AGP,Malaga,ESP,2023-07-02,11:05,254.99,254.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-07-02,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-02,14:30,AGP,Malaga,ESP,2023-07-02,17:40,289.99,289.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1013_2023-07-02,TB 1013,2023-03-30,BRU,Brussel,BEL,2023-07-02,15:25,AGP,Malaga,ESP,2023-07-02,18:30,199.99,199.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1161_2023-07-03,TB 1161,2023-03-30,LGG,Luik,BEL,2023-07-03,06:00,AGP,Alicante,ESP,2023-07-03,08:45,154.99,154.99,Stop Over,04:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1011_2023-07-03,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-07-03,06:05,AGP,Malaga,ESP,2023-07-03,09:10,229.99,229.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1071_2023-07-03,TB 1071,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-03,16:45,AGP,Malaga,ESP,2023-07-03,19:55,219.99,219.99,Direct,03:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1011_2023-07-04,TB 1011,2023-03-30,BRU,Brussel,BEL,2023-07-04,06:15,AGP,Malaga,ESP,2023-07-04,09:20,219.99,219.99,Direct,03:05,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1003_2023-07-04,TB 1003,2023-03-30,ANR,Antwerpen,BEL,2023-07-04,06:45,AGP,Malaga,ESP,2023-07-04,09:45,219.99,219.99,Direct,03:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-06-28,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-28,06:00,PMI,Palma de Mallorca,ESP,2023-06-28,08:35,159.99,159.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1431_2023-06-28,TB 1431,2023-03-30,LGG,Luik,BEL,2023-06-28,06:00,PMI,Palma de Mallorca,ESP,2023-06-28,08:30,129.99,129.99,Direct,02:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1373_2023-06-29,TB 1373,2023-03-30,BRU,Brussel,BEL,2023-06-29,15:45,PMI,Menorca,ESP,2023-06-29,18:15,184.99,184.99,Stop Over,03:55,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-06-30,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-06-30,06:20,PMI,Palma de Mallorca,ESP,2023-06-30,08:55,179.99,179.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1451_2023-06-30,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-30,15:30,PMI,Palma de Mallorca,ESP,2023-06-30,18:05,189.99,189.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-07-01,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-07-01,06:15,PMI,Palma de Mallorca,ESP,2023-07-01,08:50,294.99,294.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1413_2023-07-01,TB 1413,2023-03-30,BRU,Brussel,BEL,2023-07-01,06:20,PMI,Palma de Mallorca,ESP,2023-07-01,08:55,194.99,194.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1431_2023-07-02,TB 1431,2023-03-30,LGG,Luik,BEL,2023-07-02,06:00,PMI,Palma de Mallorca,ESP,2023-07-02,08:30,189.99,189.99,Direct,02:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1411_2023-07-02,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-07-02,06:15,PMI,Palma de Mallorca,ESP,2023-07-02,08:50,249.99,249.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1441_2023-07-02,TB 1441,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-02,07:00,PMI,Palma de Mallorca,ESP,2023-07-02,09:35,254.99,254.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1401_2023-07-02,TB 1401,2023-03-30,ANR,Antwerpen,BEL,2023-07-02,15:10,PMI,Palma de Mallorca,ESP,2023-07-02,17:45,269.99,269.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1411_2023-07-03,TB 1411,2023-03-30,BRU,Brussel,BEL,2023-07-03,06:15,PMI,Palma de Mallorca,ESP,2023-07-03,08:50,259.99,259.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1441_2023-07-04,TB 1441,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-04,06:20,PMI,Palma de Mallorca,ESP,2023-07-04,08:55,339.99,339.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1413_2023-07-04,TB 1413,2023-03-30,BRU,Brussel,BEL,2023-07-04,16:30,PMI,Palma de Mallorca,ESP,2023-07-04,19:05,159.99,159.99,Direct,02:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1791_2023-06-28,TB 1791,2023-03-30,LGG,Luik,BEL,2023-06-28,12:30,TFS,Tenerife,ESP,2023-06-28,16:30,244.99,244.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1811_2023-06-28,TB 1811,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-28,13:10,TFS,Tenerife,ESP,2023-06-28,17:10,244.99,244.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1751_2023-06-28,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-06-28,14:05,TFS,Tenerife,ESP,2023-06-28,18:05,254.99,254.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-06-29,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-06-29,13:00,TFS,Tenerife,ESP,2023-06-29,17:00,279.99,279.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1801_2023-06-29,TB 1801,2023-03-30,OST,Brugge-Oostende,BEL,2023-06-29,13:50,TFS,Tenerife,ESP,2023-06-29,17:50,299.99,299.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1751_2023-06-30,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-06-30,06:05,TFS,Tenerife,ESP,2023-06-30,10:05,359.99,359.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1821_2023-06-30,TB 1821,2023-03-30,ANR,Antwerpen,BEL,2023-06-30,12:55,TFS,Tenerife,ESP,2023-06-30,16:55,339.99,339.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-06-30,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-06-30,13:35,TFS,Tenerife,ESP,2023-06-30,17:35,279.99,279.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1751_2023-07-01,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-07-01,06:05,TFS,Tenerife,ESP,2023-07-01,10:05,429.99,429.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-07-01,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-07-01,12:55,TFS,Tenerife,ESP,2023-07-01,16:55,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1791_2023-07-01,TB 1791,2023-03-30,LGG,Luik,BEL,2023-07-01,14:55,TFS,Tenerife,ESP,2023-07-01,18:55,279.99,279.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1811_2023-07-02,TB 1811,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-02,13:00,TFS,Tenerife,ESP,2023-07-02,17:00,429.99,429.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-07-02,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-07-02,14:30,TFS,Tenerife,ESP,2023-07-02,18:30,299.99,299.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1801_2023-07-03,TB 1801,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-03,06:00,TFS,Tenerife,ESP,2023-07-03,10:00,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1751_2023-07-03,TB 1751,2023-03-30,BRU,Brussel,BEL,2023-07-03,06:10,TFS,Tenerife,ESP,2023-07-03,10:10,429.99,429.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1821_2023-07-03,TB 1821,2023-03-30,ANR,Antwerpen,BEL,2023-07-03,12:40,TFS,Tenerife,ESP,2023-07-03,16:40,349.99,349.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1753_2023-07-03,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-07-03,13:05,TFS,Tenerife,ESP,2023-07-03,17:05,309.99,309.99,Direct,05:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1753_2023-07-04,TB 1753,2023-03-30,BRU,Brussel,BEL,2023-07-04,06:05,TFS,Tenerife,ESP,2023-07-04,10:05,319.99,319.99,Direct,05:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2161_2023-07-07,TB 2161,2023-03-30,BRU,Brussel,BEL,2023-07-07,14:30,CFU,Araxos,GRC,2023-07-07,18:55,329.99,329.99,Stop Over,05:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2191_2023-07-09,TB 2191,2023-03-30,BRU,Brussel,BEL,2023-07-09,06:40,CFU,Corfu,GRC,2023-07-09,10:45,379.99,379.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2191_2023-07-10,TB 2191,2023-03-30,BRU,Brussel,BEL,2023-07-10,06:00,CFU,Corfu,GRC,2023-07-10,10:05,379.99,379.99,Direct,03:05,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2161_2023-07-11,TB 2161,2023-03-30,BRU,Brussel,BEL,2023-07-11,06:00,CFU,Araxos,GRC,2023-07-11,10:30,379.99,379.99,Stop Over,05:10,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-07-05,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-07-05,06:10,HER,Kreta-Heraklion,GRC,2023-07-05,11:00,294.99,294.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-07-06,TB 2365,2023-03-30,LGG,Luik,BEL,2023-07-06,06:00,HER,Rhodos,GRC,2023-07-06,10:35,284.99,284.99,Stop Over,05:15,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2251_2023-07-06,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-07-06,06:15,HER,Kreta-Heraklion,GRC,2023-07-06,11:05,379.99,379.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2267_2023-07-06,TB 2267,2023-03-30,ANR,Antwerpen,BEL,2023-07-06,13:15,HER,Kreta-Heraklion,GRC,2023-07-06,17:50,309.99,309.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-07-07,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-07-07,06:15,HER,Kreta-Heraklion,GRC,2023-07-07,11:05,259.99,259.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2281_2023-07-07,TB 2281,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-07,06:30,HER,Kreta-Heraklion,GRC,2023-07-07,11:30,259.99,259.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2251_2023-07-08,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-07-08,06:25,HER,Kreta-Heraklion,GRC,2023-07-08,11:15,409.99,409.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-07-09,TB 2365,2023-03-30,LGG,Luik,BEL,2023-07-09,12:45,HER,Rhodos,GRC,2023-07-09,17:35,279.99,279.99,Stop Over,05:30,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2267_2023-07-09,TB 2267,2023-03-30,ANR,Antwerpen,BEL,2023-07-09,14:55,HER,Kreta-Heraklion,GRC,2023-07-09,19:30,329.99,329.99,Direct,03:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2253_2023-07-09,TB 2253,2023-03-30,BRU,Brussel,BEL,2023-07-09,15:30,HER,Kreta-Heraklion,GRC,2023-07-09,20:20,279.99,279.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-07-10,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-07-10,06:15,HER,Kreta-Heraklion,GRC,2023-07-10,11:05,409.99,409.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2251_2023-07-11,TB 2251,2023-03-30,BRU,Brussel,BEL,2023-07-11,06:20,HER,Kreta-Heraklion,GRC,2023-07-11,11:10,399.99,399.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2185_2023-07-11,TB 2185,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-11,13:10,HER,Kreta-Chania,GRC,2023-07-11,18:20,279.99,279.99,Stop Over,05:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2333_2023-07-05,TB 2333,2023-03-30,BRU,Brussel,BEL,2023-07-05,15:05,RHO,Mykonos,GRC,2023-07-05,19:45,259.99,259.99,Stop Over,05:20,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2365_2023-07-06,TB 2365,2023-03-30,LGG,Luik,BEL,2023-07-06,06:00,RHO,Rhodos,GRC,2023-07-06,10:35,349.99,349.99,Direct,03:35,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2341_2023-07-06,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-07-06,06:20,RHO,Rhodos,GRC,2023-07-06,11:20,379.99,379.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-07-07,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-07-07,06:00,RHO,Rhodos,GRC,2023-07-07,11:00,309.99,309.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-07-08,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-07-08,14:15,RHO,Rhodos,GRC,2023-07-08,19:15,409.99,409.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2371_2023-07-08,TB 2371,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-08,14:30,RHO,Rhodos,GRC,2023-07-08,19:40,279.99,279.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2365_2023-07-09,TB 2365,2023-03-30,LGG,Luik,BEL,2023-07-09,12:45,RHO,Rhodos,GRC,2023-07-09,17:35,409.99,409.99,Direct,03:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-07-09,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-07-09,14:15,RHO,Rhodos,GRC,2023-07-09,19:15,309.99,309.99,Direct,04:00,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 2341_2023-07-10,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-07-10,06:10,RHO,Rhodos,GRC,2023-07-10,11:10,459.99,459.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2341_2023-07-11,TB 2341,2023-03-30,BRU,Brussel,BEL,2023-07-11,06:00,RHO,Rhodos,GRC,2023-07-11,11:00,419.99,419.99,Direct,04:00,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 2371_2023-07-11,TB 2371,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-11,13:00,RHO,Rhodos,GRC,2023-07-11,18:10,319.99,319.99,Direct,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 3511_2023-07-08,TB 3511,2023-03-30,BRU,Brussel,BEL,2023-07-08,06:30,BDS,Brindisi,ITA,2023-07-08,09:15,259.99,259.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3511_2023-07-11,TB 3511,2023-03-30,BRU,Brussel,BEL,2023-07-11,15:15,BDS,Brindisi,ITA,2023-07-11,18:00,269.99,269.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-07-07,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-07-07,06:00,NAP,Napels,ITA,2023-07-07,08:35,359.99,359.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-07-10,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-07-10,06:05,NAP,Napels,ITA,2023-07-10,08:40,319.99,319.99,Direct,02:35,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-07-07,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-07-07,06:00,PMO,Napels,ITA,2023-07-07,08:35,369.99,369.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 3581_2023-07-10,TB 3581,2023-03-30,BRU,Brussel,BEL,2023-07-10,06:05,PMO,Napels,ITA,2023-07-10,08:40,369.99,369.99,Stop Over,04:20,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1941_2023-07-06,TB 1941,2023-03-30,BRU,Brussel,BEL,2023-07-06,15:15,FAO,Faro,PRT,2023-07-06,17:30,229.99,229.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1941_2023-07-08,TB 1941,2023-03-30,BRU,Brussel,BEL,2023-07-08,06:15,FAO,Faro,PRT,2023-07-08,08:30,229.99,229.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1941_2023-07-09,TB 1941,2023-03-30,BRU,Brussel,BEL,2023-07-09,13:35,FAO,Faro,PRT,2023-07-09,15:50,229.99,229.99,Direct,03:15,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1187_2023-07-05,TB 1187,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-05,06:00,ALC,Alicante,ESP,2023-07-05,08:50,219.99,219.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-05,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-05,06:05,ALC,Alicante,ESP,2023-07-05,08:50,174.99,174.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1101_2023-07-05,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-07-05,06:30,ALC,Alicante,ESP,2023-07-05,09:10,189.99,189.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1113_2023-07-05,TB 1113,2023-03-30,BRU,Brussel,BEL,2023-07-05,13:15,ALC,Alicante,ESP,2023-07-05,16:00,184.99,184.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-06,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-06,06:05,ALC,Alicante,ESP,2023-07-06,08:50,184.99,184.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1103_2023-07-06,TB 1103,2023-03-30,ANR,Antwerpen,BEL,2023-07-06,06:30,ALC,Alicante,ESP,2023-07-06,09:10,189.99,189.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1171_2023-07-06,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-06,07:00,ALC,Alicante,ESP,2023-07-06,09:50,189.99,189.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1161_2023-07-07,TB 1161,2023-03-30,LGG,Luik,BEL,2023-07-07,06:00,ALC,Alicante,ESP,2023-07-07,08:45,209.99,209.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-07,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-07,06:05,ALC,Alicante,ESP,2023-07-07,08:50,209.99,209.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1171_2023-07-07,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-07,07:00,ALC,Alicante,ESP,2023-07-07,09:50,189.99,189.99,Direct,02:50,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1113_2023-07-07,TB 1113,2023-03-30,BRU,Brussel,BEL,2023-07-07,16:05,ALC,Alicante,ESP,2023-07-07,18:50,199.99,199.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1187_2023-07-08,TB 1187,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-08,06:00,ALC,Alicante,ESP,2023-07-08,08:50,244.99,244.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-08,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-08,06:00,ALC,Alicante,ESP,2023-07-08,08:45,234.99,234.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1101_2023-07-08,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-07-08,06:30,ALC,Alicante,ESP,2023-07-08,09:10,224.99,224.99,Direct,02:40,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-07-09,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-09,06:00,ALC,Alicante,ESP,2023-07-09,08:50,199.99,199.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-09,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-09,06:10,ALC,Alicante,ESP,2023-07-09,08:55,224.99,224.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1101_2023-07-09,TB 1101,2023-03-30,ANR,Antwerpen,BEL,2023-07-09,08:30,ALC,Alicante,ESP,2023-07-09,11:10,244.99,244.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1113_2023-07-09,TB 1113,2023-03-30,BRU,Brussel,BEL,2023-07-09,18:25,ALC,Alicante,ESP,2023-07-09,21:10,184.99,184.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1161_2023-07-10,TB 1161,2023-03-30,LGG,Luik,BEL,2023-07-10,06:00,ALC,Alicante,ESP,2023-07-10,08:45,229.99,229.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-10,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-10,06:05,ALC,Alicante,ESP,2023-07-10,08:50,229.99,229.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1171_2023-07-11,TB 1171,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-11,06:00,ALC,Alicante,ESP,2023-07-11,08:50,179.99,179.99,Direct,02:50,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1103_2023-07-11,TB 1103,2023-03-30,ANR,Antwerpen,BEL,2023-07-11,08:35,ALC,Alicante,ESP,2023-07-11,11:15,199.99,199.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1111_2023-07-11,TB 1111,2023-03-30,BRU,Brussel,BEL,2023-07-11,15:20,ALC,Alicante,ESP,2023-07-11,18:05,174.99,174.99,Direct,02:45,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1331_2023-07-05,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-07-05,06:00,IBZ,Ibiza,ESP,2023-07-05,08:45,159.99,159.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1331_2023-07-06,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-07-06,06:05,IBZ,Ibiza,ESP,2023-07-06,08:50,219.99,219.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1321_2023-07-07,TB 1321,2023-03-30,ANR,Antwerpen,BEL,2023-07-07,06:35,IBZ,Ibiza,ESP,2023-07-07,09:15,284.99,284.99,Direct,02:40,,TB,TUI fly,10,False,0.0,0.0,,,False
TB 1451_2023-07-07,TB 1451,2023-03-30,OST,Brugge-Oostende,BEL,2023-07-07,15:30,IBZ,Palma de Mallorca,ESP,2023-07-07,18:05,244.99,244.99,Stop Over,04:10,,TB,TUI fly,10,True,0.0,0.0,,,False
TB 1331_2023-07-08,TB 1331,2023-03-30,BRU,Brussel,BEL,2023-07-08,16:00,IBZ,Ibiza,ESP,2023-07-08,18:45,294.99,294.99,Direct,02:45,,TB,TUI fly,10,False,0.0,0.0,,,False
