scrapeDate,flightKey,departAirport,arrivalAirport,marketingAirline,carrierName,departureDate,departureTime,arrivalDate,arrivalTime,flightNumber,totalPrice,baseFare,taxSurcharge
2023-03-29,HV 9009_2023-08-07,BRU,IBZ,HV,Transavia,2023-08-07,15:35:00,2023-08-07,18:00:00,HV 9009,129.0,91.86,37.14
2023-03-29,HV 9033_2023-08-07,BRU,AGP,HV,Transavia,2023-08-07,07:30:00,2023-08-07,10:20:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9007_2023-08-08,BRU,FAO,HV,Transavia,2023-08-08,07:20:00,2023-08-08,09:15:00,HV 9007,87.0,49.86,37.14
2023-03-29,HV 9211_2023-08-08,BRU,HER,HV,Transavia,2023-08-08,07:15:00,2023-08-08,11:40:00,HV 9211,225.0,187.86,37.14
2023-03-29,HV 9005_2023-08-08,BRU,ALC,HV,Transavia,2023-08-08,16:10:00,2023-08-08,18:40:00,HV 9005,101.0,63.86,37.14
2023-03-29,HV 9033_2023-08-08,BRU,AGP,HV,Transavia,2023-08-08,15:55:00,2023-08-08,18:45:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9005_2023-08-09,BRU,ALC,HV,Transavia,2023-08-09,16:20:00,2023-08-09,18:45:00,HV 9005,112.0,74.86,37.14
2023-03-29,HV 9009_2023-08-09,BRU,IBZ,HV,Transavia,2023-08-09,06:30:00,2023-08-09,08:55:00,HV 9009,88.0,50.86,37.14
2023-03-29,HV 9031_2023-08-09,BRU,AGP,HV,Transavia,2023-08-09,17:05:00,2023-08-09,19:55:00,HV 9031,97.0,59.86,37.14
2023-03-29,HV 9061_2023-08-09,BRU,TFS,HV,Transavia,2023-08-09,06:30:00,2023-08-09,10:00:00,HV 9061,185.0,147.86,37.14
2023-03-29,HV 9007_2023-08-10,BRU,FAO,HV,Transavia,2023-08-10,07:40:00,2023-08-10,09:35:00,HV 9007,135.0,97.86,37.14
2023-03-29,HV 9211_2023-08-10,BRU,HER,HV,Transavia,2023-08-10,15:55:00,2023-08-10,20:20:00,HV 9211,175.0,137.86,37.14
2023-03-29,HV 9003_2023-08-10,BRU,ALC,HV,Transavia,2023-08-10,06:35:00,2023-08-10,09:05:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9033_2023-08-10,BRU,AGP,HV,Transavia,2023-08-10,16:45:00,2023-08-10,19:35:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9007_2023-08-11,BRU,FAO,HV,Transavia,2023-08-11,07:10:00,2023-08-11,09:05:00,HV 9007,135.0,97.86,37.14
2023-03-29,HV 9023_2023-08-11,BRU,IBZ,HV,Transavia,2023-08-11,16:50:00,2023-08-11,19:15:00,HV 9023,76.0,38.86,37.14
2023-03-29,HV 9033_2023-08-11,BRU,AGP,HV,Transavia,2023-08-11,16:00:00,2023-08-11,18:50:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9011_2023-08-12,BRU,FAO,HV,Transavia,2023-08-12,17:05:00,2023-08-12,19:00:00,HV 9011,97.0,59.86,37.14
2023-03-29,HV 9209_2023-08-12,BRU,HER,HV,Transavia,2023-08-12,06:35:00,2023-08-12,11:00:00,HV 9209,225.0,187.86,37.14
2023-03-29,HV 9015_2023-08-12,BRU,ALC,HV,Transavia,2023-08-12,16:30:00,2023-08-12,19:00:00,HV 9015,182.0,144.86,37.14
2023-03-29,HV 9061_2023-08-12,BRU,TFS,HV,Transavia,2023-08-12,07:00:00,2023-08-12,10:30:00,HV 9061,200.0,162.86,37.14
2023-03-29,HV 9007_2023-08-13,BRU,FAO,HV,Transavia,2023-08-13,07:30:00,2023-08-13,09:25:00,HV 9007,109.0,71.86,37.14
2023-03-29,HV 9121_2023-08-13,BRU,ALC,HV,Transavia,2023-08-13,18:40:00,2023-08-13,21:05:00,HV 9121,125.0,87.86,37.14
2023-03-29,HV 9009_2023-08-13,BRU,IBZ,HV,Transavia,2023-08-13,15:30:00,2023-08-13,17:55:00,HV 9009,100.0,62.86,37.14
2023-03-29,HV 9033_2023-08-13,BRU,AGP,HV,Transavia,2023-08-13,17:05:00,2023-08-13,19:55:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9021_2023-08-14,BRU,FAO,HV,Transavia,2023-08-14,07:15:00,2023-08-14,09:10:00,HV 9021,97.0,59.86,37.14
2023-03-29,HV 9121_2023-08-14,BRU,ALC,HV,Transavia,2023-08-14,18:25:00,2023-08-14,20:50:00,HV 9121,112.0,74.86,37.14
2023-03-29,HV 9009_2023-08-14,BRU,IBZ,HV,Transavia,2023-08-14,15:35:00,2023-08-14,18:00:00,HV 9009,88.0,50.86,37.14
2023-03-29,HV 9033_2023-08-14,BRU,AGP,HV,Transavia,2023-08-14,07:30:00,2023-08-14,10:20:00,HV 9033,122.0,84.86,37.14
2023-03-29,HV 9007_2023-08-15,BRU,FAO,HV,Transavia,2023-08-15,07:20:00,2023-08-15,09:15:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9211_2023-08-15,BRU,HER,HV,Transavia,2023-08-15,07:15:00,2023-08-15,11:40:00,HV 9211,161.0,123.86,37.14
2023-03-29,HV 9005_2023-08-15,BRU,ALC,HV,Transavia,2023-08-15,16:10:00,2023-08-15,18:40:00,HV 9005,125.0,87.86,37.14
2023-03-29,HV 9033_2023-08-15,BRU,AGP,HV,Transavia,2023-08-15,15:55:00,2023-08-15,18:45:00,HV 9033,87.0,49.86,37.14
2023-03-29,HV 9005_2023-08-16,BRU,ALC,HV,Transavia,2023-08-16,16:20:00,2023-08-16,18:45:00,HV 9005,112.0,74.86,37.14
2023-03-29,HV 9009_2023-08-16,BRU,IBZ,HV,Transavia,2023-08-16,06:30:00,2023-08-16,08:55:00,HV 9009,76.0,38.86,37.14
2023-03-29,HV 9031_2023-08-16,BRU,AGP,HV,Transavia,2023-08-16,17:05:00,2023-08-16,19:55:00,HV 9031,78.0,40.86,37.14
2023-03-29,HV 9061_2023-08-16,BRU,TFS,HV,Transavia,2023-08-16,06:30:00,2023-08-16,10:00:00,HV 9061,200.0,162.86,37.14
2023-03-29,HV 9007_2023-08-17,BRU,FAO,HV,Transavia,2023-08-17,07:40:00,2023-08-17,09:35:00,HV 9007,87.0,49.86,37.14
2023-03-29,HV 9211_2023-08-17,BRU,HER,HV,Transavia,2023-08-17,15:55:00,2023-08-17,20:20:00,HV 9211,131.0,93.86,37.14
2023-03-29,HV 9003_2023-08-17,BRU,ALC,HV,Transavia,2023-08-17,06:35:00,2023-08-17,09:05:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9033_2023-08-17,BRU,AGP,HV,Transavia,2023-08-17,16:45:00,2023-08-17,19:35:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9007_2023-08-18,BRU,FAO,HV,Transavia,2023-08-18,07:10:00,2023-08-18,09:05:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9023_2023-08-18,BRU,IBZ,HV,Transavia,2023-08-18,16:50:00,2023-08-18,19:15:00,HV 9023,66.0,28.86,37.14
2023-03-29,HV 9033_2023-08-18,BRU,AGP,HV,Transavia,2023-08-18,16:00:00,2023-08-18,18:50:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9011_2023-08-19,BRU,FAO,HV,Transavia,2023-08-19,17:05:00,2023-08-19,19:00:00,HV 9011,61.0,23.86,37.14
2023-03-29,HV 9209_2023-08-19,BRU,HER,HV,Transavia,2023-08-19,06:35:00,2023-08-19,11:00:00,HV 9209,161.0,123.86,37.14
2023-03-29,HV 9015_2023-08-19,BRU,ALC,HV,Transavia,2023-08-19,16:30:00,2023-08-19,19:00:00,HV 9015,91.0,53.86,37.14
2023-03-29,HV 9061_2023-08-19,BRU,TFS,HV,Transavia,2023-08-19,07:00:00,2023-08-19,10:30:00,HV 9061,185.0,147.86,37.14
2023-03-29,HV 9007_2023-08-20,BRU,FAO,HV,Transavia,2023-08-20,07:30:00,2023-08-20,09:25:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9121_2023-08-20,BRU,ALC,HV,Transavia,2023-08-20,18:40:00,2023-08-20,21:05:00,HV 9121,91.0,53.86,37.14
2023-03-29,HV 9009_2023-08-20,BRU,IBZ,HV,Transavia,2023-08-20,15:30:00,2023-08-20,17:55:00,HV 9009,88.0,50.86,37.14
2023-03-29,HV 9033_2023-08-20,BRU,AGP,HV,Transavia,2023-08-20,17:05:00,2023-08-20,19:55:00,HV 9033,87.0,49.86,37.14
2023-03-29,HV 9021_2023-08-21,BRU,FAO,HV,Transavia,2023-08-21,07:15:00,2023-08-21,09:10:00,HV 9021,87.0,49.86,37.14
2023-03-29,HV 9121_2023-08-21,BRU,ALC,HV,Transavia,2023-08-21,18:25:00,2023-08-21,20:50:00,HV 9121,82.0,44.86,37.14
2023-03-29,HV 9009_2023-08-21,BRU,IBZ,HV,Transavia,2023-08-21,15:35:00,2023-08-21,18:00:00,HV 9009,66.0,28.86,37.14
2023-03-29,HV 9033_2023-08-21,BRU,AGP,HV,Transavia,2023-08-21,07:30:00,2023-08-21,10:20:00,HV 9033,87.0,49.86,37.14
2023-03-29,HV 9007_2023-08-22,BRU,FAO,HV,Transavia,2023-08-22,07:20:00,2023-08-22,09:15:00,HV 9007,49.0,11.86,37.14
2023-03-29,HV 9211_2023-08-22,BRU,HER,HV,Transavia,2023-08-22,07:15:00,2023-08-22,11:40:00,HV 9211,175.0,137.86,37.14
2023-03-29,HV 9005_2023-08-22,BRU,ALC,HV,Transavia,2023-08-22,16:10:00,2023-08-22,18:40:00,HV 9005,101.0,63.86,37.14
2023-03-29,HV 9033_2023-08-22,BRU,AGP,HV,Transavia,2023-08-22,15:55:00,2023-08-22,18:45:00,HV 9033,61.0,23.86,37.14
2023-03-29,HV 9005_2023-08-23,BRU,ALC,HV,Transavia,2023-08-23,16:20:00,2023-08-23,18:45:00,HV 9005,82.0,44.86,37.14
2023-03-29,HV 9009_2023-08-23,BRU,IBZ,HV,Transavia,2023-08-23,06:30:00,2023-08-23,08:55:00,HV 9009,88.0,50.86,37.14
2023-03-29,HV 9031_2023-08-23,BRU,AGP,HV,Transavia,2023-08-23,17:05:00,2023-08-23,19:55:00,HV 9031,54.0,16.86,37.14
2023-03-29,HV 9061_2023-08-23,BRU,TFS,HV,Transavia,2023-08-23,06:30:00,2023-08-23,10:00:00,HV 9061,93.0,55.86,37.14
2023-03-29,HV 9007_2023-08-24,BRU,FAO,HV,Transavia,2023-08-24,07:40:00,2023-08-24,09:35:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9211_2023-08-24,BRU,HER,HV,Transavia,2023-08-24,15:55:00,2023-08-24,20:20:00,HV 9211,65.0,27.86,37.14
2023-03-29,HV 9003_2023-08-24,BRU,ALC,HV,Transavia,2023-08-24,06:35:00,2023-08-24,09:05:00,HV 9003,73.0,35.86,37.14
2023-03-29,HV 9033_2023-08-24,BRU,AGP,HV,Transavia,2023-08-24,16:45:00,2023-08-24,19:35:00,HV 9033,61.0,23.86,37.14
2023-03-29,HV 9007_2023-08-25,BRU,FAO,HV,Transavia,2023-08-25,07:10:00,2023-08-25,09:05:00,HV 9007,49.0,11.86,37.14
2023-03-29,HV 9023_2023-08-25,BRU,IBZ,HV,Transavia,2023-08-25,16:50:00,2023-08-25,19:15:00,HV 9023,66.0,28.86,37.14
2023-03-29,HV 9033_2023-08-25,BRU,AGP,HV,Transavia,2023-08-25,16:00:00,2023-08-25,18:50:00,HV 9033,61.0,23.86,37.14
2023-03-29,HV 9011_2023-08-26,BRU,FAO,HV,Transavia,2023-08-26,17:05:00,2023-08-26,19:00:00,HV 9011,49.0,11.86,37.14
2023-03-29,HV 9209_2023-08-26,BRU,HER,HV,Transavia,2023-08-26,06:35:00,2023-08-26,11:00:00,HV 9209,104.0,66.86,37.14
2023-03-29,HV 9015_2023-08-26,BRU,ALC,HV,Transavia,2023-08-26,16:30:00,2023-08-26,19:00:00,HV 9015,82.0,44.86,37.14
2023-03-29,HV 9061_2023-08-26,BRU,TFS,HV,Transavia,2023-08-26,07:00:00,2023-08-26,10:30:00,HV 9061,79.0,41.86,37.14
2023-03-29,HV 9007_2023-08-27,BRU,FAO,HV,Transavia,2023-08-27,07:30:00,2023-08-27,09:25:00,HV 9007,61.0,23.86,37.14
2023-03-29,HV 9121_2023-08-27,BRU,ALC,HV,Transavia,2023-08-27,18:40:00,2023-08-27,21:05:00,HV 9121,65.0,27.86,37.14
2023-03-29,HV 9009_2023-08-27,BRU,IBZ,HV,Transavia,2023-08-27,15:30:00,2023-08-27,17:55:00,HV 9009,44.0,6.86,37.14
2023-03-29,HV 9033_2023-08-27,BRU,AGP,HV,Transavia,2023-08-27,17:05:00,2023-08-27,19:55:00,HV 9033,54.0,16.86,37.14
2023-03-29,HV 9007_2023-08-28,BRU,FAO,HV,Transavia,2023-08-28,15:40:00,2023-08-28,17:35:00,HV 9007,54.0,16.86,37.14
2023-03-29,HV 9121_2023-08-28,BRU,ALC,HV,Transavia,2023-08-28,07:30:00,2023-08-28,09:55:00,HV 9121,65.0,27.86,37.14
2023-03-29,HV 9009_2023-08-28,BRU,IBZ,HV,Transavia,2023-08-28,06:30:00,2023-08-28,08:55:00,HV 9009,50.0,12.86,37.14
2023-03-29,HV 9007_2023-08-29,BRU,FAO,HV,Transavia,2023-08-29,07:30:00,2023-08-29,09:25:00,HV 9007,44.0,6.86,37.14
2023-03-29,HV 9211_2023-08-29,BRU,HER,HV,Transavia,2023-08-29,07:15:00,2023-08-29,11:40:00,HV 9211,104.0,66.86,37.14
2023-03-29,HV 9003_2023-08-29,BRU,ALC,HV,Transavia,2023-08-29,17:25:00,2023-08-29,19:55:00,HV 9003,73.0,35.86,37.14
2023-03-29,HV 9033_2023-08-29,BRU,AGP,HV,Transavia,2023-08-29,15:25:00,2023-08-29,18:15:00,HV 9033,44.0,6.86,37.14
2023-03-29,HV 9003_2023-08-30,BRU,ALC,HV,Transavia,2023-08-30,16:05:00,2023-08-30,18:35:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9009_2023-08-30,BRU,IBZ,HV,Transavia,2023-08-30,06:30:00,2023-08-30,08:55:00,HV 9009,66.0,28.86,37.14
2023-03-29,HV 9031_2023-08-30,BRU,AGP,HV,Transavia,2023-08-30,17:05:00,2023-08-30,19:55:00,HV 9031,44.0,6.86,37.14
2023-03-29,HV 9061_2023-08-30,BRU,TFS,HV,Transavia,2023-08-30,06:30:00,2023-08-30,10:00:00,HV 9061,139.0,101.86,37.14
2023-03-29,HV 9007_2023-08-31,BRU,FAO,HV,Transavia,2023-08-31,16:45:00,2023-08-31,18:40:00,HV 9007,109.0,71.86,37.14
2023-03-29,HV 9003_2023-08-31,BRU,ALC,HV,Transavia,2023-08-31,06:50:00,2023-08-31,09:15:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9033_2023-08-31,BRU,AGP,HV,Transavia,2023-08-31,07:30:00,2023-08-31,10:20:00,HV 9033,61.0,23.86,37.14
2023-03-29,HV 9007_2023-09-01,BRU,FAO,HV,Transavia,2023-09-01,07:15:00,2023-09-01,09:10:00,HV 9007,122.0,84.86,37.14
2023-03-29,HV 9009_2023-09-01,BRU,IBZ,HV,Transavia,2023-09-01,16:50:00,2023-09-01,19:15:00,HV 9009,100.0,62.86,37.14
2023-03-29,HV 9033_2023-09-01,BRU,AGP,HV,Transavia,2023-09-01,16:15:00,2023-09-01,19:05:00,HV 9033,87.0,49.86,37.14
2023-03-29,HV 9209_2023-09-02,BRU,HER,HV,Transavia,2023-09-02,06:35:00,2023-09-02,11:00:00,HV 9209,161.0,123.86,37.14
2023-03-29,HV 9003_2023-09-02,BRU,ALC,HV,Transavia,2023-09-02,16:20:00,2023-09-02,18:50:00,HV 9003,112.0,74.86,37.14
2023-03-29,HV 9013_2023-09-02,BRU,IBZ,HV,Transavia,2023-09-02,17:40:00,2023-09-02,20:05:00,HV 9013,76.0,38.86,37.14
2023-03-29,HV 9061_2023-09-02,BRU,TFS,HV,Transavia,2023-09-02,06:30:00,2023-09-02,10:00:00,HV 9061,170.0,132.86,37.14
2023-03-29,HV 9007_2023-09-03,BRU,FAO,HV,Transavia,2023-09-03,07:25:00,2023-09-03,09:20:00,HV 9007,122.0,84.86,37.14
2023-03-29,HV 9003_2023-09-03,BRU,ALC,HV,Transavia,2023-09-03,17:25:00,2023-09-03,19:55:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9033_2023-09-03,BRU,AGP,HV,Transavia,2023-09-03,15:20:00,2023-09-03,18:10:00,HV 9033,78.0,40.86,37.14
2023-03-29,HV 9007_2023-09-04,BRU,FAO,HV,Transavia,2023-09-04,15:40:00,2023-09-04,17:35:00,HV 9007,109.0,71.86,37.14
2023-03-29,HV 9121_2023-09-04,BRU,ALC,HV,Transavia,2023-09-04,07:30:00,2023-09-04,09:55:00,HV 9121,82.0,44.86,37.14
2023-03-29,HV 9009_2023-09-04,BRU,IBZ,HV,Transavia,2023-09-04,06:30:00,2023-09-04,08:55:00,HV 9009,163.0,125.86,37.14
2023-03-29,HV 9007_2023-09-05,BRU,FAO,HV,Transavia,2023-09-05,07:30:00,2023-09-05,09:25:00,HV 9007,61.0,23.86,37.14
2023-03-29,HV 9211_2023-09-05,BRU,HER,HV,Transavia,2023-09-05,07:15:00,2023-09-05,11:40:00,HV 9211,175.0,137.86,37.14
2023-03-29,HV 9003_2023-09-05,BRU,ALC,HV,Transavia,2023-09-05,17:25:00,2023-09-05,19:55:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9033_2023-09-05,BRU,AGP,HV,Transavia,2023-09-05,15:25:00,2023-09-05,18:15:00,HV 9033,68.0,30.86,37.14
2023-03-29,HV 9003_2023-09-06,BRU,ALC,HV,Transavia,2023-09-06,16:05:00,2023-09-06,18:35:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9009_2023-09-06,BRU,IBZ,HV,Transavia,2023-09-06,06:30:00,2023-09-06,08:55:00,HV 9009,182.0,144.86,37.14
2023-03-29,HV 9031_2023-09-06,BRU,AGP,HV,Transavia,2023-09-06,17:05:00,2023-09-06,19:55:00,HV 9031,54.0,16.86,37.14
2023-03-29,HV 9061_2023-09-06,BRU,TFS,HV,Transavia,2023-09-06,06:30:00,2023-09-06,10:00:00,HV 9061,139.0,101.86,37.14
2023-03-29,HV 9007_2023-09-07,BRU,FAO,HV,Transavia,2023-09-07,16:45:00,2023-09-07,18:40:00,HV 9007,122.0,84.86,37.14
2023-03-29,HV 9003_2023-09-07,BRU,ALC,HV,Transavia,2023-09-07,06:50:00,2023-09-07,09:15:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9033_2023-09-07,BRU,AGP,HV,Transavia,2023-09-07,07:30:00,2023-09-07,10:20:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9007_2023-09-08,BRU,FAO,HV,Transavia,2023-09-08,07:15:00,2023-09-08,09:10:00,HV 9007,97.0,59.86,37.14
2023-03-29,HV 9009_2023-09-08,BRU,IBZ,HV,Transavia,2023-09-08,16:50:00,2023-09-08,19:15:00,HV 9009,129.0,91.86,37.14
2023-03-29,HV 9033_2023-09-08,BRU,AGP,HV,Transavia,2023-09-08,16:15:00,2023-09-08,19:05:00,HV 9033,87.0,49.86,37.14
2023-03-29,HV 9209_2023-09-09,BRU,HER,HV,Transavia,2023-09-09,06:35:00,2023-09-09,11:00:00,HV 9209,175.0,137.86,37.14
2023-03-29,HV 9003_2023-09-09,BRU,ALC,HV,Transavia,2023-09-09,16:20:00,2023-09-09,18:50:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9013_2023-09-09,BRU,IBZ,HV,Transavia,2023-09-09,17:40:00,2023-09-09,20:05:00,HV 9013,100.0,62.86,37.14
2023-03-29,HV 9061_2023-09-09,BRU,TFS,HV,Transavia,2023-09-09,06:30:00,2023-09-09,10:00:00,HV 9061,170.0,132.86,37.14
2023-03-29,HV 9007_2023-09-10,BRU,FAO,HV,Transavia,2023-09-10,07:25:00,2023-09-10,09:20:00,HV 9007,97.0,59.86,37.14
2023-03-29,HV 9003_2023-09-10,BRU,ALC,HV,Transavia,2023-09-10,17:25:00,2023-09-10,19:55:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9033_2023-09-10,BRU,AGP,HV,Transavia,2023-09-10,15:20:00,2023-09-10,18:10:00,HV 9033,78.0,40.86,37.14
2023-03-29,HV 9007_2023-09-11,BRU,FAO,HV,Transavia,2023-09-11,15:40:00,2023-09-11,17:35:00,HV 9007,122.0,84.86,37.14
2023-03-29,HV 9121_2023-09-11,BRU,ALC,HV,Transavia,2023-09-11,07:30:00,2023-09-11,09:55:00,HV 9121,82.0,44.86,37.14
2023-03-29,HV 9009_2023-09-11,BRU,IBZ,HV,Transavia,2023-09-11,06:30:00,2023-09-11,08:55:00,HV 9009,129.0,91.86,37.14
2023-03-29,HV 9007_2023-09-12,BRU,FAO,HV,Transavia,2023-09-12,07:30:00,2023-09-12,09:25:00,HV 9007,61.0,23.86,37.14
2023-03-29,HV 9211_2023-09-12,BRU,HER,HV,Transavia,2023-09-12,07:15:00,2023-09-12,11:40:00,HV 9211,146.0,108.86,37.14
2023-03-29,HV 9003_2023-09-12,BRU,ALC,HV,Transavia,2023-09-12,17:25:00,2023-09-12,19:55:00,HV 9003,73.0,35.86,37.14
2023-03-29,HV 9033_2023-09-12,BRU,AGP,HV,Transavia,2023-09-12,15:25:00,2023-09-12,18:15:00,HV 9033,68.0,30.86,37.14
2023-03-29,HV 9003_2023-09-13,BRU,ALC,HV,Transavia,2023-09-13,16:05:00,2023-09-13,18:35:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9009_2023-09-13,BRU,IBZ,HV,Transavia,2023-09-13,06:30:00,2023-09-13,08:55:00,HV 9009,129.0,91.86,37.14
2023-03-29,HV 9031_2023-09-13,BRU,AGP,HV,Transavia,2023-09-13,17:05:00,2023-09-13,19:55:00,HV 9031,61.0,23.86,37.14
2023-03-29,HV 9061_2023-09-13,BRU,TFS,HV,Transavia,2023-09-13,06:30:00,2023-09-13,10:00:00,HV 9061,93.0,55.86,37.14
2023-03-29,HV 9007_2023-09-14,BRU,FAO,HV,Transavia,2023-09-14,16:45:00,2023-09-14,18:40:00,HV 9007,122.0,84.86,37.14
2023-03-29,HV 9003_2023-09-14,BRU,ALC,HV,Transavia,2023-09-14,06:50:00,2023-09-14,09:15:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9033_2023-09-14,BRU,AGP,HV,Transavia,2023-09-14,07:30:00,2023-09-14,10:20:00,HV 9033,122.0,84.86,37.14
2023-03-29,HV 9007_2023-09-15,BRU,FAO,HV,Transavia,2023-09-15,07:15:00,2023-09-15,09:10:00,HV 9007,78.0,40.86,37.14
2023-03-29,HV 9009_2023-09-15,BRU,IBZ,HV,Transavia,2023-09-15,16:50:00,2023-09-15,19:15:00,HV 9009,146.0,108.86,37.14
2023-03-29,HV 9033_2023-09-15,BRU,AGP,HV,Transavia,2023-09-15,16:15:00,2023-09-15,19:05:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9209_2023-09-16,BRU,HER,HV,Transavia,2023-09-16,06:35:00,2023-09-16,11:00:00,HV 9209,131.0,93.86,37.14
2023-03-29,HV 9003_2023-09-16,BRU,ALC,HV,Transavia,2023-09-16,16:20:00,2023-09-16,18:50:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9013_2023-09-16,BRU,IBZ,HV,Transavia,2023-09-16,17:40:00,2023-09-16,20:05:00,HV 9013,114.0,76.86,37.14
2023-03-29,HV 9061_2023-09-16,BRU,TFS,HV,Transavia,2023-09-16,06:30:00,2023-09-16,10:00:00,HV 9061,154.0,116.86,37.14
2023-03-29,HV 9007_2023-09-17,BRU,FAO,HV,Transavia,2023-09-17,07:25:00,2023-09-17,09:20:00,HV 9007,97.0,59.86,37.14
2023-03-29,HV 9003_2023-09-17,BRU,ALC,HV,Transavia,2023-09-17,17:25:00,2023-09-17,19:55:00,HV 9003,82.0,44.86,37.14
2023-03-29,HV 9033_2023-09-17,BRU,AGP,HV,Transavia,2023-09-17,15:20:00,2023-09-17,18:10:00,HV 9033,78.0,40.86,37.14
2023-03-29,HV 9007_2023-09-18,BRU,FAO,HV,Transavia,2023-09-18,15:40:00,2023-09-18,17:35:00,HV 9007,78.0,40.86,37.14
2023-03-29,HV 9121_2023-09-18,BRU,ALC,HV,Transavia,2023-09-18,07:30:00,2023-09-18,09:55:00,HV 9121,73.0,35.86,37.14
2023-03-29,HV 9009_2023-09-18,BRU,IBZ,HV,Transavia,2023-09-18,06:30:00,2023-09-18,08:55:00,HV 9009,146.0,108.86,37.14
2023-03-29,HV 9007_2023-09-19,BRU,FAO,HV,Transavia,2023-09-19,07:30:00,2023-09-19,09:25:00,HV 9007,68.0,30.86,37.14
2023-03-29,HV 9211_2023-09-19,BRU,HER,HV,Transavia,2023-09-19,07:15:00,2023-09-19,11:40:00,HV 9211,92.0,54.86,37.14
2023-03-29,HV 9003_2023-09-19,BRU,ALC,HV,Transavia,2023-09-19,17:25:00,2023-09-19,19:55:00,HV 9003,73.0,35.86,37.14
2023-03-29,HV 9033_2023-09-19,BRU,AGP,HV,Transavia,2023-09-19,15:25:00,2023-09-19,18:15:00,HV 9033,68.0,30.86,37.14
2023-03-29,HV 9003_2023-09-20,BRU,ALC,HV,Transavia,2023-09-20,16:05:00,2023-09-20,18:35:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9009_2023-09-20,BRU,IBZ,HV,Transavia,2023-09-20,06:30:00,2023-09-20,08:55:00,HV 9009,163.0,125.86,37.14
2023-03-29,HV 9031_2023-09-20,BRU,AGP,HV,Transavia,2023-09-20,17:05:00,2023-09-20,19:55:00,HV 9031,61.0,23.86,37.14
2023-03-29,HV 9061_2023-09-20,BRU,TFS,HV,Transavia,2023-09-20,06:30:00,2023-09-20,10:00:00,HV 9061,139.0,101.86,37.14
2023-03-29,HV 9007_2023-09-21,BRU,FAO,HV,Transavia,2023-09-21,16:45:00,2023-09-21,18:40:00,HV 9007,61.0,23.86,37.14
2023-03-29,HV 9003_2023-09-21,BRU,ALC,HV,Transavia,2023-09-21,06:50:00,2023-09-21,09:15:00,HV 9003,91.0,53.86,37.14
2023-03-29,HV 9033_2023-09-21,BRU,AGP,HV,Transavia,2023-09-21,07:30:00,2023-09-21,10:20:00,HV 9033,109.0,71.86,37.14
2023-03-29,HV 9007_2023-09-22,BRU,FAO,HV,Transavia,2023-09-22,07:15:00,2023-09-22,09:10:00,HV 9007,78.0,40.86,37.14
2023-03-29,HV 9009_2023-09-22,BRU,IBZ,HV,Transavia,2023-09-22,16:50:00,2023-09-22,19:15:00,HV 9009,129.0,91.86,37.14
2023-03-29,HV 9033_2023-09-22,BRU,AGP,HV,Transavia,2023-09-22,16:15:00,2023-09-22,19:05:00,HV 9033,97.0,59.86,37.14
2023-03-29,HV 9209_2023-09-23,BRU,HER,HV,Transavia,2023-09-23,06:35:00,2023-09-23,11:00:00,HV 9209,117.0,79.86,37.14
2023-03-29,HV 9003_2023-09-23,BRU,ALC,HV,Transavia,2023-09-23,16:20:00,2023-09-23,18:50:00,HV 9003,101.0,63.86,37.14
2023-03-29,HV 9013_2023-09-23,BRU,IBZ,HV,Transavia,2023-09-23,17:40:00,2023-09-23,20:05:00,HV 9013,76.0,38.86,37.14
2023-03-29,HV 9061_2023-09-23,BRU,TFS,HV,Transavia,2023-09-23,06:30:00,2023-09-23,10:00:00,HV 9061,170.0,132.86,37.14
2023-03-29,HV 9007_2023-09-24,BRU,FAO,HV,Transavia,2023-09-24,07:25:00,2023-09-24,09:20:00,HV 9007,87.0,49.86,37.14
