scrapeDate,departAirport,arrivalAirport,marketingAirline,departureDate,arrivalDate,flightNumber,totalPrice,baseFare,taxSurcharge
2023-03-23,BRU,ALC,HV,2023-09-10T17:25:00,2023-09-10T19:55:00,9003,82.0,44.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-10T15:20:00,2023-09-10T18:10:00,9033,78.0,40.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-11T15:40:00,2023-09-11T17:35:00,9007,122.0,84.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-11T07:30:00,2023-09-11T09:55:00,9121,73.0,35.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-11T06:30:00,2023-09-11T08:55:00,9009,129.0,91.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-12T07:30:00,2023-09-12T09:25:00,9007,61.0,23.86,37.14
2023-03-23,BRU,HER,HV,2023-09-12T07:15:00,2023-09-12T11:40:00,9211,146.0,108.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-12T17:25:00,2023-09-12T19:55:00,9003,73.0,35.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-12T15:25:00,2023-09-12T18:15:00,9033,68.0,30.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-13T16:05:00,2023-09-13T18:35:00,9003,101.0,63.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-13T06:30:00,2023-09-13T08:55:00,9009,129.0,91.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-13T17:05:00,2023-09-13T19:55:00,9031,61.0,23.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-13T06:30:00,2023-09-13T10:00:00,9061,79.0,41.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-14T16:45:00,2023-09-14T18:40:00,9007,122.0,84.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-14T06:50:00,2023-09-14T09:15:00,9003,112.0,74.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-14T07:30:00,2023-09-14T10:20:00,9033,109.0,71.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-15T07:15:00,2023-09-15T09:10:00,9007,61.0,23.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-15T16:50:00,2023-09-15T19:15:00,9009,146.0,108.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-15T16:15:00,2023-09-15T19:05:00,9033,97.0,59.86,37.14
2023-03-23,BRU,HER,HV,2023-09-16T06:35:00,2023-09-16T11:00:00,9209,131.0,93.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-16T16:20:00,2023-09-16T18:50:00,9003,91.0,53.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-16T17:40:00,2023-09-16T20:05:00,9013,100.0,62.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-16T06:30:00,2023-09-16T10:00:00,9061,154.0,116.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-17T07:25:00,2023-09-17T09:20:00,9007,97.0,59.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-17T17:25:00,2023-09-17T19:55:00,9003,73.0,35.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-17T15:20:00,2023-09-17T18:10:00,9033,68.0,30.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-18T15:40:00,2023-09-18T17:35:00,9007,78.0,40.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-18T07:30:00,2023-09-18T09:55:00,9121,73.0,35.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-18T06:30:00,2023-09-18T08:55:00,9009,146.0,108.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-19T07:30:00,2023-09-19T09:25:00,9007,68.0,30.86,37.14
2023-03-23,BRU,HER,HV,2023-09-19T07:15:00,2023-09-19T11:40:00,9211,92.0,54.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-19T17:25:00,2023-09-19T19:55:00,9003,73.0,35.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-19T15:25:00,2023-09-19T18:15:00,9033,54.0,16.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-20T16:05:00,2023-09-20T18:35:00,9003,82.0,44.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-20T06:30:00,2023-09-20T08:55:00,9009,163.0,125.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-20T17:05:00,2023-09-20T19:55:00,9031,61.0,23.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-20T06:30:00,2023-09-20T10:00:00,9061,139.0,101.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-21T16:45:00,2023-09-21T18:40:00,9007,61.0,23.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-21T06:50:00,2023-09-21T09:15:00,9003,91.0,53.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-21T07:30:00,2023-09-21T10:20:00,9033,97.0,59.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-22T07:15:00,2023-09-22T09:10:00,9007,78.0,40.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-22T16:50:00,2023-09-22T19:15:00,9009,129.0,91.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-22T16:15:00,2023-09-22T19:05:00,9033,97.0,59.86,37.14
2023-03-23,BRU,HER,HV,2023-09-23T06:35:00,2023-09-23T11:00:00,9209,117.0,79.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-23T16:20:00,2023-09-23T18:50:00,9003,91.0,53.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-23T17:40:00,2023-09-23T20:05:00,9013,76.0,38.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-23T06:30:00,2023-09-23T10:00:00,9061,170.0,132.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-24T07:25:00,2023-09-24T09:20:00,9007,87.0,49.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-24T17:25:00,2023-09-24T19:55:00,9003,82.0,44.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-24T15:20:00,2023-09-24T18:10:00,9033,68.0,30.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-25T15:40:00,2023-09-25T17:35:00,9007,78.0,40.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-25T07:30:00,2023-09-25T09:55:00,9121,65.0,27.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-25T06:30:00,2023-09-25T08:55:00,9009,100.0,62.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-26T07:30:00,2023-09-26T09:25:00,9007,49.0,11.86,37.14
2023-03-23,BRU,HER,HV,2023-09-26T07:15:00,2023-09-26T11:40:00,9211,72.0,34.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-26T17:25:00,2023-09-26T19:55:00,9003,91.0,53.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-26T15:25:00,2023-09-26T18:15:00,9033,49.0,11.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-27T16:05:00,2023-09-27T18:35:00,9003,65.0,27.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-27T06:30:00,2023-09-27T08:55:00,9009,114.0,76.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-27T17:05:00,2023-09-27T19:55:00,9031,54.0,16.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-27T06:30:00,2023-09-27T10:00:00,9061,170.0,132.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-28T16:45:00,2023-09-28T18:40:00,9007,61.0,23.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-28T06:50:00,2023-09-28T09:15:00,9003,82.0,44.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-28T07:30:00,2023-09-28T10:20:00,9033,109.0,71.86,37.14
2023-03-23,BRU,FAO,HV,2023-09-29T07:15:00,2023-09-29T09:10:00,9007,54.0,16.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-29T16:50:00,2023-09-29T19:15:00,9009,146.0,108.86,37.14
2023-03-23,BRU,AGP,HV,2023-09-29T16:15:00,2023-09-29T19:05:00,9033,97.0,59.86,37.14
2023-03-23,BRU,HER,HV,2023-09-30T06:35:00,2023-09-30T11:00:00,9209,161.0,123.86,37.14
2023-03-23,BRU,ALC,HV,2023-09-30T16:20:00,2023-09-30T18:50:00,9003,101.0,63.86,37.14
2023-03-23,BRU,IBZ,HV,2023-09-30T17:40:00,2023-09-30T20:05:00,9013,66.0,28.86,37.14
2023-03-23,BRU,TFS,HV,2023-09-30T06:30:00,2023-09-30T10:00:00,9061,200.0,162.86,37.14
2023-03-23,BRU,FAO,HV,2023-10-01T07:25:00,2023-10-01T09:20:00,9007,122.0,84.86,37.14
2023-03-23,BRU,ALC,HV,2023-10-01T17:25:00,2023-10-01T19:55:00,9003,82.0,44.86,37.14
2023-03-23,BRU,AGP,HV,2023-10-01T15:20:00,2023-10-01T18:10:00,9033,87.0,49.86,37.14
